Wallet_id,Balanced,Owner_ID,Credit_Card_ID,Debit_Card_ID,Bank_Number
W000000303,220743.85,U000001088,6936-3540-5816-1040,4761-3601-0783-0021,204-766270-0
W000000304,141516.21,U000001203,6730-9452-3669-1959,7249-0684-3579-2328,240-868313-3
W000000305,179173.24,U000001646,3324-4090-4249-2502,2143-0028-8437-5901,880-188173-0
W000000306,481908.81,U000001052,1441-2285-8918-7869,3145-3559-9657-4304,425-424353-4
W000000307,188704.95,U000001737,3620-4329-1895-9004,9615-1693-3795-6876,926-137268-4
W000000308,190610.48,U000000955,6572-3283-9285-3646,3680-1406-1472-9039,070-197201-6
W000000309,177275.26,U000001169,5738-7415-5369-9595,0555-9316-8805-3938,818-243856-5
W000000310,308351.52,U000000899,2182-1546-3333-7771,7382-7910-5378-3283,565-919240-2
W000000311,427366.92,U000001371,3502-4523-8750-5418,3873-8852-3562-4435,985-705792-5
W000000312,243419.19,U000000304,1479-2499-0601-6778,0408-0393-3447-0678,534-920669-3
W000000313,131351.98,U000000771,8231-9386-7190-1497,3502-1209-5100-9625,234-382198-3
W000000314,307665.33,U000001539,4676-8850-6209-1074,2485-8614-7359-0369,139-941383-2
W000000315,242244.47,U000000450,2678-2291-5012-1976,5505-6689-7339-9100,480-972795-6
W000000316,114445.07,U000000167,7199-1047-5165-0726,8538-6214-5893-0797,429-537642-6
W000000317,286453.81,U000000384,8227-8470-4929-4214,5228-5230-8095-9063,944-104797-2
W000000318,241877.81,U000000541,6671-6013-9269-6427,0341-8328-9595-8031,891-765550-9
W000000319,202597.69,U000001179,0579-0453-1910-6781,6719-0873-5208-0106,275-749212-1
W000000320,200706.88,U000001345,5426-9929-1533-0055,0999-8261-3502-0592,877-047087-7
W000000321,315888.78,U000000956,9989-1914-1189-1623,6462-8986-0447-4741,356-122654-0
W000000322,374889.43,U000000204,3708-5586-0395-6624,9420-4019-1049-1498,893-653203-4
W000000323,115880.65,U000000849,4054-7702-1316-7656,8326-9811-8620-8562,263-241864-7
W000000324,298865.32,U000001262,9895-5792-7632-6784,2732-6377-2815-2727,036-017906-0
W000000325,167219.64,U000000801,0143-9416-9639-4609,1587-4331-9363-8447,977-696339-4
W000000326,187566.48,U000000665,0405-5530-8710-0345,6546-4247-9879-9250,446-089566-0
W000000327,402509.04,U000001569,5428-1623-7860-1161,4707-4192-8463-3803,276-242706-0
W000000328,48220.31,U000000286,4130-7348-4319-4934,3145-3559-9657-4304,325-438960-4
W000000329,306137.61,U000001250,1504-5913-5046-6952,1136-3687-3853-5997,885-064519-2
W000000330,217698.08,U000001348,9141-4765-4789-6654,1276-1631-2414-3107,737-225332-9
W000000331,200384.81,U000000298,8072-2869-9969-3135,6788-6615-9252-5904,625-438016-0
W000000332,115404.59,U000001824,2182-1546-3333-7771,2508-6785-0376-9249,860-262299-4
W000000333,325725.9,U000001809,1976-1746-2143-2645,5772-8871-2668-0386,548-186981-9
W000000334,420323.41,U000000916,3753-7324-2416-9782,7329-5813-2708-1026,776-812272-6
W000000335,430446.9,U000000279,9787-6527-3785-8014,5721-8269-3593-0734,246-278353-5
W000000336,452373.13,U000000978,7739-7404-1087-9489,0457-9890-0902-7971,720-360081-3
W000000337,466198.58,U000001870,4012-0805-7150-6118,4620-5492-4929-0891,806-288969-1
W000000338,404348.71,U000001718,2501-3591-3802-0536,0051-0765-2912-7711,064-870297-8
W000000339,197613.37,U000000009,6681-2047-6725-2597,2097-4145-8377-2309,662-808452-2
W000000340,71321.61,U000000783,7265-5377-0309-3155,1366-9127-0625-5878,459-847856-5
W000000341,337332.94,U000000418,6988-3738-8425-3913,2195-0518-4185-8099,463-938008-2
W000000342,149852.51,U000000308,2918-0454-3840-0046,8541-1334-4626-9179,404-789400-9
W000000343,303234.5,U000000133,6732-5481-9684-8074,4163-7489-7568-7685,394-659198-2
W000000344,213185.92,U000001567,8723-3708-7626-9218,1966-9132-8481-2746,037-218123-0
W000000345,8170.06,U000001363,8602-7934-6325-4225,8404-8383-2084-6804,093-988756-3
W000000346,404193.93,U000000825,2487-2366-9143-6681,5436-6843-5064-2811,527-781447-9
W000000347,316037.88,U000000760,9504-7585-6686-2352,4731-6656-0650-5473,974-792685-0
W000000348,211346.66,U000001704,5106-7976-2801-8905,0294-0327-9175-5885,833-830917-2
W000000349,8426.61,U000001261,5472-6511-3091-8597,3452-1285-1492-8656,505-104552-6
W000000350,56448.32,U000001700,3778-1705-5910-5910,5536-4974-3184-3426,136-979062-3
W000000351,8527.7,U000001107,0780-8050-8853-1003,9058-1641-8681-3441,692-333045-7
W000000352,186547.14,U000001810,6134-8155-6762-9911,7482-6658-7165-7280,767-317445-8
W000000353,343103.14,U000001725,6046-8180-5020-8450,7882-3055-6724-2038,855-772435-9
W000000354,483296.5,U000001173,0074-1115-1264-4425,5391-5200-4968-3713,526-479160-6
W000000355,15903.81,U000000874,3482-7898-1986-8815,8543-6150-5508-8941,289-720525-3
W000000356,220996.52,U000001645,2476-3082-3193-3502,4804-6985-7932-2701,901-895122-4
W000000357,362943.79,U000000851,5574-7335-7933-4942,5386-4579-6348-6495,486-910902-4
W000000358,327477.42,U000000109,9465-6152-6984-7117,0631-4647-0990-0981,586-045292-9
W000000359,197625.99,U000000065,1787-4745-6893-9815,6558-6220-8140-5622,139-407298-3
W000000360,254096.39,U000000047,4490-2106-8587-9770,2977-9297-2597-1343,019-277436-1
W000000361,220491.68,U000000192,1294-3906-8286-6961,8696-2272-6887-9547,759-984128-6
W000000362,39872.59,U000000427,0443-3016-0622-0784,1699-9893-3949-3678,759-701680-9
W000000363,202815.24,U000001797,6034-0233-2317-0567,5386-4579-6348-6495,206-890901-9
W000000364,215669.37,U000001491,3323-4529-2376-5869,2012-1460-5180-2916,119-721042-7
W000000365,295413.95,U000000761,5192-0217-3434-0977,3320-1883-4649-7632,638-443146-9
W000000366,3448.0,U000001213,9085-9353-2158-0852,1368-3015-7407-4452,720-196232-3
W000000367,265636.88,U000000558,5673-3335-4869-2159,4342-9938-0770-2720,840-601115-9
W000000368,317507.89,U000000904,4869-7857-0485-3068,4622-9728-7374-7727,289-308127-7
W000000369,54704.02,U000000125,6850-7660-8034-2833,1623-5771-6265-7406,877-272122-2
W000000370,124320.2,U000001327,6374-8443-4242-8346,6988-7178-5500-9804,091-149986-6
W000000371,413224.13,U000001246,0696-2550-5310-3976,0421-5215-1958-8176,752-719470-4
W000000372,25723.21,U000001259,8601-0920-8034-4307,1495-6591-9842-9295,325-438960-4
W000000373,82579.38,U000001220,7319-5627-1217-6356,3403-9297-6040-3690,301-079244-9
W000000374,482112.65,U000000561,7507-3839-9181-0424,2923-3741-6723-5622,033-990959-6
W000000375,35161.18,U000000919,0733-9046-4195-9788,4335-6467-7189-8583,792-120948-3
W000000376,331707.43,U000000975,0232-3424-4678-8086,8569-8345-2708-6909,705-542455-5
W000000377,98563.96,U000001013,8328-7044-9397-2176,0492-3757-3246-8983,290-461611-1
W000000378,87284.4,U000001485,1439-4114-7661-0234,8609-7072-9627-5914,205-956219-5
W000000379,101610.89,U000000425,8937-8586-6955-2248,0144-0756-6982-2663,892-463693-7
W000000380,13300.24,U000000852,7189-3579-7563-4326,4410-2772-9963-5720,258-673392-0
W000000381,237212.35,U000000709,2506-9697-8266-0023,4713-2475-4926-6753,073-666306-4
W000000382,349425.71,U000000961,4493-5026-0444-2644,9420-4019-1049-1498,674-487541-9
W000000383,84012.89,U000000578,7049-1336-8007-7617,3650-7747-8892-2368,095-976375-7
W000000384,155859.7,U000000509,4437-6894-1403-3894,5167-0411-4778-2728,453-473017-3
W000000385,428300.71,U000000387,0408-5527-3866-7580,7826-7648-6673-0506,625-438016-0
W000000386,307568.38,U000001232,8754-7373-6036-6548,1355-0158-3046-7580,910-069850-1
W000000387,318851.4,U000000513,3837-7869-1347-9609,8973-6296-8305-8517,977-365810-0
W000000388,388542.34,U000000576,2695-8247-7954-8179,0888-0051-9409-1145,276-979976-3
W000000389,292221.45,U000001281,3963-1002-1446-2105,7854-3913-7747-5509,138-938001-0
W000000390,296023.67,U000000897,3907-5192-5404-6692,1802-7884-4365-8886,803-452954-9
W000000391,237705.42,U000000910,2868-2780-3860-4134,2449-6418-2668-9674,924-419963-3
W000000392,435758.14,U000001690,6298-5251-8460-0166,7249-0684-3579-2328,025-419744-1
W000000393,205277.65,U000001010,9821-7573-2972-9027,3816-5624-1806-1830,385-864886-9
W000000394,399648.63,U000000221,4426-9014-5213-1221,4347-8515-9060-0813,148-045647-3
W000000395,228543.93,U000000620,7189-3579-7563-4326,0632-1508-5552-8556,013-921491-2
W000000396,181061.54,U000000774,7518-2352-3948-0263,4557-5483-9645-8175,711-577331-9
W000000397,245874.93,U000000494,4170-2414-5024-2249,3671-4447-9971-2355,263-241864-7
W000000398,476849.16,U000000567,0053-5296-4794-3004,8164-4121-2184-4664,500-054553-6
W000000399,291712.92,U000000081,7918-8303-9231-6433,9417-9445-8718-0116,414-556309-0
W000000400,273493.79,U000000320,0258-4083-1112-2956,8697-8333-3778-3700,448-508483-7
W000000401,375299.01,U000000001,2996-1122-3155-4723,9512-0292-5138-7435,538-272262-5
W000000402,458715.13,U000000911,6120-5980-7457-3712,6966-9634-7325-6979,577-318775-4
W000000403,334074.5,U000000734,6881-2496-3678-0536,9929-0896-2730-6062,044-091328-4
W000000404,194979.15,U000001924,7060-2120-2259-8048,6733-0729-0249-7426,036-017906-0
W000000405,480684.11,U000001206,3010-4698-3412-3274,6030-7785-8234-4927,342-544322-9
W000000406,167079.48,U000001243,8425-5888-6179-6087,2338-8956-1496-8578,815-702947-8
W000000407,169092.46,U000001271,5662-3895-6387-8405,9421-3817-1361-3441,447-794916-9
W000000408,385944.34,U000001399,6894-9618-2664-4864,4437-4015-9803-3885,537-818236-9
W000000409,276596.05,U000001828,3738-4154-0377-6471,3093-5782-3735-2886,518-131357-8
W000000410,100566.32,U000001025,6337-4045-9313-2656,3873-8852-3562-4435,871-529115-8
W000000411,403625.59,U000001519,5508-1176-0767-8513,0803-5431-7744-7743,153-060693-5
W000000412,170444.24,U000000733,4189-0636-1953-0077,3866-7395-2934-6551,275-854734-5
W000000413,427206.51,U000000829,9393-3433-1766-0439,5757-4369-9847-4608,221-845654-0
W000000414,286815.76,U000001198,7282-9865-5737-9523,7969-3569-5736-4675,987-312411-2
W000000415,328793.23,U000000609,6737-8946-3939-0580,5456-8699-5124-9139,846-108247-0
W000000416,142948.78,U000001859,0509-8055-6266-3367,0078-6997-9076-7994,032-494836-0
W000000417,56663.62,U000000742,3602-0906-4800-6339,4335-6467-7189-8583,283-519517-7
W000000418,78012.5,U000000608,0311-9021-6867-7522,2950-5155-5060-9628,399-698729-3
W000000419,354895.79,U000001549,1713-2189-9822-1530,2924-5769-6981-0972,353-140455-1
W000000420,14470.08,U000001084,8674-4497-6813-6916,8470-4526-9900-6936,199-837452-5
W000000421,436131.1,U000001103,3919-7481-6064-1173,8214-8696-6853-3673,774-982339-8
W000000422,88256.21,U000000678,2981-7989-9491-8016,1926-0413-4266-7482,756-046038-0
W000000423,280852.82,U000000156,7018-2163-0719-4710,0374-4098-5708-9079,654-314614-9
W000000424,145980.6,U000001897,4720-5391-7980-4382,4080-6498-6842-3691,743-665251-9
W000000425,14175.55,U000000731,6381-6846-3219-4978,9417-9445-8718-0116,259-601290-5
W000000426,497437.59,U000001554,2581-0976-2693-5960,9853-0487-0991-3168,349-904993-6
W000000427,70511.85,U000000044,3338-5746-3044-7620,7002-1182-6340-8206,655-122927-7
W000000428,356173.99,U000001242,5386-2381-8886-0752,3459-0937-3553-8444,499-181995-4
W000000429,25053.42,U000001355,7877-1020-7383-5830,1964-9052-4046-4371,881-411688-2
W000000430,84790.42,U000000206,8161-5925-0762-6076,1383-2595-5790-8540,523-078643-9
W000000431,98156.0,U000001317,0891-2596-0059-2917,1072-4624-8126-9878,579-858656-1
W000000432,39953.81,U000001158,1203-5182-7979-4805,3866-5419-9736-9668,062-806307-5
W000000433,58059.27,U000001699,8308-7429-1584-7006,0816-1135-6256-5779,235-201940-5
W000000434,145361.65,U000000373,4855-7177-0390-5171,3883-8775-1953-3712,907-037382-2
W000000435,47260.08,U000001765,7061-4822-0198-9649,5575-6990-3239-8322,648-273684-7
W000000436,330785.25,U000000954,1254-8823-9871-6808,0426-6325-7723-6125,457-288690-0
W000000437,178900.45,U000001980,5456-5119-8168-9423,0137-3626-0237-0125,518-131357-8
W000000438,112518.04,U000001333,9657-5691-9073-4649,3735-0740-9329-4839,210-986214-9
W000000439,288357.32,U000001581,1113-9018-9152-8928,3958-4801-4220-7497,965-126861-2
W000000440,473111.67,U000001136,9231-9456-5349-0447,8404-8383-2084-6804,564-587559-8
W000000441,362761.24,U000000661,5424-5224-5497-1897,1618-0417-9056-4437,447-877112-8
W000000442,332643.9,U000000255,5029-2970-6957-3286,9964-1815-1555-5706,446-410705-2
W000000443,450522.16,U000001222,8642-8158-9819-8602,1227-9582-6266-2068,997-336385-3
W000000444,439293.36,U000000367,4400-4838-9976-2519,2172-0418-7081-4833,172-078576-5
W000000445,491370.07,U000001936,1297-1355-4421-3283,9840-4093-8115-1906,738-434168-3
W000000446,93001.55,U000000088,1719-0631-5299-6152,2616-8181-4357-9032,781-871484-4
W000000447,305056.12,U000001448,5562-6704-7476-2281,8250-2054-4338-8243,063-747676-3
W000000448,207496.15,U000000597,1384-2160-2395-7824,5226-7804-4008-6747,576-489744-6
W000000449,59238.05,U000001350,1787-4745-6893-9815,6308-4383-2559-5657,720-196232-3
W000000450,173024.17,U000000165,8335-6390-3499-9976,2720-6599-9943-7103,877-155661-5
W000000451,445362.17,U000000153,1759-0212-9459-5305,2056-0949-6704-1707,866-798620-1
W000000452,24953.71,U000000974,4298-7527-8442-7424,4410-2772-9963-5720,377-352549-4
W000000453,70406.97,U000001186,8944-0487-6952-2921,4859-4401-0741-0593,739-912963-9
W000000454,421666.21,U000001175,4399-7581-4241-2243,2626-0626-9112-0385,347-329995-5
W000000455,367644.72,U000000577,1400-9716-5852-1671,7134-6853-4733-2828,228-844757-9
W000000456,361430.8,U000001157,6022-0610-6069-6725,8209-8941-0314-0118,577-318775-4
W000000457,282371.93,U000001054,2225-0831-9097-8463,1529-7615-8340-6846,640-956480-2
W000000458,116812.07,U000000962,6671-6013-9269-6427,7805-7345-1989-3773,320-098216-3
W000000459,144202.1,U000000644,9487-6426-6505-9411,7402-7379-1711-1143,446-047410-4
W000000460,233446.46,U000001677,0942-6941-9077-4481,0816-9330-0788-8771,235-332675-7
W000000461,275374.41,U000000428,6950-7621-4187-3704,2448-5698-8318-1964,281-743778-3
W000000462,267888.78,U000001360,7180-5906-6915-8860,4514-5993-5450-7361,941-876188-8
W000000463,369656.18,U000001081,0383-1665-5932-1822,1150-9351-5028-8303,405-700472-4
W000000464,470856.44,U000000989,9496-2544-0724-6213,3816-5624-1806-1830,831-386310-6
W000000465,105175.13,U000001428,2490-6032-3861-9349,5638-5152-0100-0743,453-005954-1
W000000466,280290.25,U000001561,6926-0372-5724-3509,9116-0079-8560-3494,219-742091-3
W000000467,94713.11,U000000432,2851-8317-2033-7158,2038-6086-7717-7204,362-681305-0
W000000468,462809.04,U000000108,2936-7718-3490-7392,4852-4811-7592-4020,684-448020-9
W000000469,386612.48,U000001798,7151-2836-5751-8900,5191-5590-0423-7359,833-830917-2
W000000470,148173.21,U000001912,7179-4043-1380-9496,0562-3832-7193-7281,734-140023-0
W000000471,217212.69,U000001015,6732-5481-9684-8074,4077-0356-2642-1672,379-951995-9
W000000472,110398.1,U000000360,6983-2118-2506-3023,1264-7483-6134-8064,810-257498-0
W000000473,487226.45,U000000103,2133-0615-2444-3201,7637-5276-3247-9661,948-614811-7
W000000474,179336.83,U000001152,4633-2539-6554-3055,1964-2173-6947-3476,453-218055-4
W000000475,355032.47,U000000271,2936-7718-3490-7392,8177-2020-3143-2706,091-149986-6
W000000476,134904.92,U000000664,4883-3390-6912-2107,6630-0426-6002-8666,236-973497-0
W000000477,231929.2,U000001471,4593-2442-7016-3936,6328-6130-9778-5480,142-521848-1
W000000478,419789.05,U000000328,7088-4497-9465-1359,1276-1631-2414-3107,309-326552-0
W000000479,314396.48,U000001020,0120-4532-4291-7818,1872-2744-5345-3494,579-858656-1
W000000480,448161.98,U000001347,6002-0142-9506-4168,0678-5444-5680-4301,896-493495-4
W000000481,108591.01,U000001112,2506-5964-3641-3196,0651-8324-6535-4746,514-307692-8
W000000482,315558.02,U000001796,5752-3206-7522-6243,6695-5573-4261-3181,384-144996-1
W000000483,162048.61,U000000810,5167-0027-0377-8821,9034-4481-1689-3832,620-859172-5
W000000484,235317.19,U000001510,7476-4144-5454-2530,9994-3601-1948-2611,989-680113-0
W000000485,185747.33,U000001779,0437-8929-6169-9450,4261-1843-3348-8850,123-821663-0
W000000486,439543.67,U000000990,2134-7810-1544-9307,1467-0169-8201-4460,131-545327-5
W000000487,112295.62,U000000198,0685-7463-3774-6519,6654-3133-7867-3872,337-164544-8
W000000488,352449.62,U000001670,2862-6315-9997-1606,0902-2798-1607-9647,296-319159-7
W000000489,409283.96,U000001273,0579-0453-1910-6781,7217-0610-9339-7697,924-419963-3
W000000490,255915.71,U000000781,9942-8183-5102-9749,2837-6746-5140-0661,073-101471-3
W000000491,497461.89,U000000232,6791-9711-8426-4904,2008-7588-4804-0079,099-772300-8
W000000492,123083.73,U000001176,7494-4247-3668-8747,7679-4781-6248-3380,439-278590-9
W000000493,220621.36,U000001227,5621-3214-5971-3545,1707-1285-2177-9900,725-329430-5
W000000494,151133.69,U000000593,3743-9566-7888-4374,4132-0897-3683-7383,258-984061-3
W000000495,346114.78,U000000021,6100-7188-2341-2805,0397-2369-8986-5032,532-865493-3
W000000496,486418.5,U000001535,8951-1317-0962-0430,1302-4456-6758-7475,433-470106-2
W000000497,114164.63,U000000072,1752-1465-6917-2730,8438-7560-8003-2937,110-498739-7
W000000498,200966.54,U000000071,5695-0819-4361-7383,3459-8789-5260-4935,952-524547-8
W000000499,360353.67,U000001216,9811-8334-1973-5069,2186-2081-2151-4567,091-149986-6
W000000500,88553.53,U000001482,8034-8432-4440-2633,3186-0711-2254-8665,672-970538-8
W000000501,109065.25,U000000832,1382-3428-9818-5352,5767-6629-9152-2139,673-178116-3
W000000502,42879.17,U000001431,8876-6084-4816-3401,7848-9223-5352-7946,205-956219-5
W000000503,470337.77,U000000903,1784-5416-2759-8661,7697-4234-6919-8744,031-466660-1
W000000504,415239.32,U000001335,7398-5384-1347-7178,0492-4780-7486-7447,465-726194-2
W000000505,420111.4,U000000055,9942-8183-5102-9749,4761-4937-8042-2851,895-818019-9
W000000506,364412.7,U000001847,8231-9386-7190-1497,2196-7334-2185-6569,263-241864-7
W000000507,378602.52,U000001584,7590-9819-2982-8899,3333-4388-2483-8606,919-091618-8
W000000508,456274.12,U000001653,9353-2994-0939-5947,9318-8948-6994-3052,332-330909-8
W000000509,344174.11,U000001836,2157-2249-3682-7810,6820-2019-7218-4819,394-071708-0
W000000510,123559.43,U000000886,8782-4028-5899-0648,3431-4925-6739-9103,001-573863-1
W000000511,174514.96,U000001328,8659-1648-2132-5785,0062-2011-7312-6118,741-087419-9
W000000512,481502.37,U000001531,9056-2060-2645-3878,1460-3623-5422-8247,989-817176-1
W000000513,332670.59,U000001124,4528-8878-0294-1988,1835-2138-9888-8274,217-847745-9
W000000514,125138.1,U000001735,7760-0401-5565-7641,9074-8017-9954-1992,246-278353-5
W000000515,264968.55,U000000612,7199-1047-5165-0726,0872-5615-9412-4244,079-413097-6
W000000516,52224.31,U000001053,2126-8126-4965-4547,4514-5993-5450-7361,117-479375-0
W000000517,176604.42,U000000535,9606-8988-0492-5798,0272-4298-2366-9911,158-607467-7
W000000518,219805.04,U000000238,3378-9334-9776-6308,8713-2621-9449-8913,886-749549-5
W000000519,299115.8,U000000820,8057-6171-6324-6792,8541-1334-4626-9179,355-084931-0
W000000520,30398.05,U000001032,3967-9973-1124-4712,3131-8405-0999-3682,216-598123-5
W000000521,456842.31,U000001524,2305-7032-3269-0370,8004-5488-6115-9439,684-448020-9
W000000522,7672.6,U000001975,8721-6399-2925-7924,8579-7333-1297-9546,810-779453-8
W000000523,26321.49,U000001528,5577-3921-2338-6261,1262-3879-1361-2906,943-321714-2
W000000524,283004.65,U000000722,3907-5192-5404-6692,5536-4974-3184-3426,105-205810-7
W000000525,452942.11,U000001191,6640-0300-9904-5205,7999-7913-4799-2404,468-127901-2
W000000526,407117.8,U000000364,4614-5846-5604-5865,0473-4493-2167-9905,026-380070-7
W000000527,199978.76,U000000600,3602-0906-4800-6339,4545-4081-1170-5983,641-786215-1
W000000528,258564.52,U000001665,4025-2184-2366-7738,0457-0333-0299-9083,560-701300-2
W000000529,281366.22,U000000086,8731-7960-5838-0605,3646-7583-5123-8535,210-947895-9
W000000530,351473.22,U000001602,5574-7335-7933-4942,0460-3704-1027-8630,916-493655-4
W000000531,142939.23,U000000270,5158-9096-5199-1445,0800-3066-0422-0874,051-389859-2
W000000532,180536.65,U000000455,2279-0382-7487-0268,9917-9573-5113-1259,983-128597-1
W000000533,339964.61,U000000648,7886-2535-9701-5466,2273-4242-5658-0037,086-718750-4
W000000534,411083.04,U000001091,8941-8949-2729-1102,2891-2624-1870-9377,185-675444-2
W000000535,91319.72,U000001154,2506-9697-8266-0023,2915-2807-1286-6653,201-019017-2
W000000536,204514.21,U000000474,1168-0598-9892-5832,9350-7637-7447-3995,974-604267-3
W000000537,97698.5,U000001577,3154-5569-5726-7428,3731-8668-3444-2901,439-077542-9
W000000538,82264.57,U000000188,2316-5047-5450-5315,1136-3687-3853-5997,422-159266-9
W000000539,443997.07,U000000382,9873-2250-3011-0430,4132-0897-3683-7383,459-633783-6
W000000540,280671.55,U000001187,1298-2182-8117-3828,7482-5072-0520-3233,138-444293-1
W000000541,186832.73,U000000949,6139-4232-2143-9009,9761-7784-1603-0202,296-319159-7
W000000542,108378.37,U000000913,3829-7349-7370-5214,5927-7939-0425-5087,681-665815-8
W000000543,353876.26,U000001982,0506-8752-9207-0637,2082-6521-3846-1495,384-394018-5
W000000544,202712.8,U000001201,1752-1465-6917-2730,6745-1042-9661-8627,250-862269-3
W000000545,57580.57,U000000222,7877-9893-0280-0414,2866-9718-2549-4899,769-911733-3
W000000546,456608.0,U000001839,8632-7495-9106-5257,4304-9297-7536-6756,125-049214-7
W000000547,33175.04,U000000888,9102-4156-9392-1095,9396-3310-0746-9238,634-980142-7
W000000548,140294.63,U000001337,5672-9807-6647-9483,2376-0701-3300-8868,532-590646-3
W000000549,336680.79,U000001776,3944-3111-7647-1311,7074-7180-7651-2593,628-033237-4
W000000550,244742.13,U000000537,8632-7495-9106-5257,1816-0842-8498-6396,907-345519-8
W000000551,326963.47,U000001184,3908-0760-0573-6100,1419-8839-1421-5452,927-216123-4
W000000552,3901.59,U000001254,5415-9745-6015-2276,7810-0870-6983-8909,385-630624-3
W000000553,85865.02,U000000331,6640-0300-9904-5205,6548-3544-1232-9659,994-649995-7
W000000554,129801.06,U000000492,3382-7095-8335-4940,7870-0207-1314-1554,079-910179-2
W000000555,233440.48,U000000127,2468-2233-9395-1340,9350-7637-7447-3995,221-845654-0
W000000556,371442.85,U000000736,0550-6727-9220-2715,2273-4242-5658-0037,047-631871-2
W000000557,375198.79,U000000113,4958-5997-9910-9833,3408-2107-3578-2307,111-485387-4
W000000558,161726.09,U000000845,6625-3671-0322-2458,0374-4098-5708-9079,681-778031-7
W000000559,481676.17,U000000012,7978-7429-5009-1430,1289-1572-1798-4236,937-962023-9
W000000560,68346.42,U000000586,5292-4415-1877-8485,1210-1319-7779-0406,464-670225-5
W000000561,437601.14,U000001021,8227-8470-4929-4214,9350-3969-3542-5451,855-772435-9
W000000562,189241.53,U000000695,9963-9623-5664-7351,2249-2036-7797-7768,169-093071-4
W000000563,315163.6,U000000629,8601-0920-8034-4307,6991-9168-4663-2531,655-245880-8
W000000564,308614.87,U000000720,8063-1672-3553-1873,5935-7520-5031-9362,463-938008-2
W000000565,278820.36,U000001621,4788-2521-5653-7550,5335-7517-9668-0382,588-046346-9
W000000566,463347.27,U000001130,9281-4358-2531-7157,2249-2036-7797-7768,668-677899-2
W000000567,370554.88,U000001689,1014-3843-3455-5941,1806-3092-2044-9915,254-240208-1
W000000568,260664.57,U000000452,8229-5364-6609-9221,2948-3249-8731-1345,810-257498-0
W000000569,349571.39,U000000724,6100-7188-2341-2805,5881-2402-4504-3238,951-234499-1
W000000570,161218.34,U000000152,3496-0491-1018-5071,5749-0299-9130-3407,464-385739-5
W000000571,268480.08,U000001988,4357-3997-5815-3739,7568-5145-1592-8450,204-766270-0
W000000572,92534.88,U000000557,6816-5945-1522-5757,9586-1454-4894-0305,551-735702-4
W000000573,34336.14,U000000217,8475-5831-8551-2767,5725-4419-0876-3257,675-122905-5
W000000574,269580.85,U000000118,7720-1591-8107-6374,0993-1619-5276-7346,912-035129-1
W000000575,409019.64,U000000440,8875-2278-7829-8371,4084-6431-3910-5019,276-979976-3
W000000576,195234.9,U000001548,9624-4948-9762-1417,5646-7162-0428-0743,802-993604-2
W000000577,251744.22,U000000580,1432-2324-4643-4901,9382-0179-7484-0375,501-457663-3
W000000578,255326.9,U000000530,4015-3695-2433-9159,0056-8613-0210-9839,331-425311-9
W000000579,227194.12,U000001657,8161-5925-0762-6076,2764-1469-4163-0628,743-310056-4
W000000580,479511.18,U000001298,4184-0522-2013-4362,9840-4093-8115-1906,732-955273-5
W000000581,38970.47,U000001992,7418-5755-0498-4289,4334-2073-1888-8086,408-028323-5
W000000582,266043.6,U000000619,7070-4635-6385-4569,1944-2263-9521-1272,634-649470-6
W000000583,12239.01,U000001128,3764-6066-6025-2026,5343-1144-9665-5341,080-929424-0
W000000584,90289.08,U000000881,6094-6157-1355-6707,6087-1603-8436-9002,694-099934-4
W000000585,377538.63,U000001941,9624-4948-9762-1417,7402-7379-1711-1143,499-778575-0
W000000586,126904.36,U000001515,6144-3642-0605-8158,4418-5504-2539-1666,616-082738-5
W000000587,399285.91,U000000476,1340-4083-0321-5262,8513-6201-5105-4600,080-317711-1
W000000588,282335.32,U000001418,5054-7865-7851-6679,3459-8789-5260-4935,734-300926-5
W000000589,44376.89,U000001263,1383-2039-4456-9386,6630-0426-6002-8666,907-345519-8
W000000590,393875.03,U000001579,0117-3210-4656-8969,4477-6786-2016-6670,437-474554-0
W000000591,419128.58,U000000396,5989-1941-7281-7016,6153-5844-4609-6564,180-317393-4
W000000592,316342.41,U000001757,2823-8955-8553-4307,1941-4893-5913-8710,456-264618-8
W000000593,276670.87,U000001606,2013-2737-9892-4089,8773-0429-3408-2725,479-218089-7
W000000594,421035.3,U000001823,9097-6891-6250-7173,0051-0765-2912-7711,764-438161-8
W000000595,161936.76,U000000757,6656-7249-0943-5815,3883-8775-1953-3712,794-354850-3
W000000596,250496.36,U000001302,8308-7429-1584-7006,4410-2772-9963-5720,550-735102-9
W000000597,261264.92,U000000589,4300-4724-3644-5086,8404-8383-2084-6804,869-621453-5
W000000598,57668.02,U000000785,1324-5202-3525-4889,3407-7620-6790-2887,450-326103-4
W000000599,477300.08,U000000572,2119-9526-4278-9914,0164-4948-9694-1852,600-542943-9
W000000600,484883.03,U000000092,7061-0869-4916-0526,3766-6954-6857-0757,226-836708-6
W000000601,296564.47,U000001464,1158-8628-5817-5935,1699-9893-3949-3678,248-603272-8
W000000602,418497.0,U000000694,3970-1010-6531-0666,7853-1308-2516-5082,402-232174-3
W000000603,116224.15,U000001829,5530-1570-2693-9196,6213-7963-5248-6197,352-924818-0
W000000604,247637.53,U000001993,9657-5691-9073-4649,1276-1631-2414-3107,263-766385-4
W000000605,222794.27,U000000014,3492-7807-3737-8689,4150-0450-5832-8363,713-910997-6
