Top_up_BankNum_ID,Amount,Bank_Num,Wallet_ID,Top_Up_Date
BT00000465,17170.52,453-005954-1,W000000465,2022-02-18
BT00000466,12589.3,219-742091-3,W000000466,2020-06-10
BT00000467,2554.65,362-681305-0,W000000467,2020-03-14
BT00000468,19095.36,684-448020-9,W000000468,2019-11-09
BT00000469,33858.48,833-830917-2,W000000469,2020-06-16
BT00000470,4012.36,734-140023-0,W000000470,2020-08-24
BT00000471,156.27,379-951995-9,W000000471,2019-12-04
BT00000472,30890.27,810-257498-0,W000000472,2019-08-16
BT00000473,17364.73,948-614811-7,W000000473,2021-02-01
BT00000474,19429.29,453-218055-4,W000000474,2020-05-20
BT00000475,23458.36,091-149986-6,W000000475,2019-08-04
BT00000476,12898.64,236-973497-0,W000000476,2022-03-12
BT00000477,14769.32,142-521848-1,W000000477,2019-10-08
BT00000478,6651.46,309-326552-0,W000000478,2019-12-06
BT00000479,16872.25,579-858656-1,W000000479,2021-11-26
BT00000480,22459.0,896-493495-4,W000000480,2020-05-09
BT00000481,23898.52,514-307692-8,W000000481,2020-07-07
BT00000482,13363.89,384-144996-1,W000000482,2020-04-01
BT00000483,17209.28,620-859172-5,W000000483,2020-04-06
BT00000484,32351.07,989-680113-0,W000000484,2020-07-02
BT00000485,31807.59,123-821663-0,W000000485,2021-05-14
BT00000486,21563.27,131-545327-5,W000000486,2020-04-26
BT00000487,1397.77,337-164544-8,W000000487,2019-10-18
BT00000488,15782.27,296-319159-7,W000000488,2021-05-09
BT00000489,1599.99,924-419963-3,W000000489,2020-11-18
BT00000490,3994.18,073-101471-3,W000000490,2021-01-21
BT00000491,3341.15,099-772300-8,W000000491,2019-11-30
BT00000492,4936.5,439-278590-9,W000000492,2021-07-26
BT00000493,10158.57,725-329430-5,W000000493,2021-10-18
BT00000494,20327.3,258-984061-3,W000000494,2019-09-12
BT00000495,6814.98,532-865493-3,W000000495,2021-05-26
BT00000496,1667.62,433-470106-2,W000000496,2019-08-07
BT00000497,23894.23,110-498739-7,W000000497,2020-07-11
BT00000498,9525.81,952-524547-8,W000000498,2021-11-09
BT00000499,22339.14,091-149986-6,W000000499,2019-05-04
BT00000500,6355.61,672-970538-8,W000000500,2021-08-20
BT00000501,14525.73,673-178116-3,W000000501,2021-10-11
BT00000502,12067.51,205-956219-5,W000000502,2021-05-20
BT00000503,6434.77,031-466660-1,W000000503,2019-06-07
BT00000504,31996.6,465-726194-2,W000000504,2021-05-30
BT00000505,13276.99,895-818019-9,W000000505,2021-08-05
BT00000506,12717.5,263-241864-7,W000000506,2019-05-30
BT00000507,4550.95,919-091618-8,W000000507,2021-07-22
BT00000508,9649.29,332-330909-8,W000000508,2019-01-09
BT00000509,7316.6,394-071708-0,W000000509,2021-04-16
BT00000510,8635.01,001-573863-1,W000000510,2020-04-29
BT00000511,26286.33,741-087419-9,W000000511,2019-06-07
BT00000512,1062.57,989-817176-1,W000000512,2020-03-07
BT00000513,23152.95,217-847745-9,W000000513,2021-07-10
BT00000514,10347.53,246-278353-5,W000000514,2021-08-27
BT00000515,21127.71,079-413097-6,W000000515,2019-08-03
BT00000516,11924.94,117-479375-0,W000000516,2021-08-15
BT00000517,25186.92,158-607467-7,W000000517,2021-12-05
BT00000518,26994.11,886-749549-5,W000000518,2021-04-23
BT00000519,25467.5,355-084931-0,W000000519,2020-03-11
BT00000520,9475.09,216-598123-5,W000000520,2019-05-11
BT00000521,4116.66,684-448020-9,W000000521,2021-04-06
BT00000522,20896.14,810-779453-8,W000000522,2021-01-19
BT00000523,13611.37,943-321714-2,W000000523,2019-07-01
BT00000524,28508.68,105-205810-7,W000000524,2021-01-27
BT00000525,7206.22,468-127901-2,W000000525,2019-04-13
BT00000526,12127.18,026-380070-7,W000000526,2019-03-29
BT00000527,30253.78,641-786215-1,W000000527,2021-08-25
BT00000528,22887.77,560-701300-2,W000000528,2019-12-17
BT00000529,1678.21,210-947895-9,W000000529,2022-03-14
BT00000530,28956.47,916-493655-4,W000000530,2019-05-10
BT00000531,22256.37,051-389859-2,W000000531,2021-02-18
BT00000532,14281.21,983-128597-1,W000000532,2019-04-16
BT00000533,20479.56,086-718750-4,W000000533,2021-04-18
BT00000534,25100.38,185-675444-2,W000000534,2019-01-19
BT00000535,21510.16,201-019017-2,W000000535,2019-05-23
BT00000536,1117.83,974-604267-3,W000000536,2021-09-25
BT00000537,3970.09,439-077542-9,W000000537,2021-07-31
BT00000538,18486.69,422-159266-9,W000000538,2021-11-16
BT00000539,19430.75,459-633783-6,W000000539,2019-11-17
BT00000540,220.62,138-444293-1,W000000540,2021-06-01
BT00000541,17514.86,296-319159-7,W000000541,2019-08-07
BT00000542,15158.43,681-665815-8,W000000542,2021-09-29
BT00000543,17393.1,384-394018-5,W000000543,2021-10-03
BT00000544,25523.8,250-862269-3,W000000544,2021-10-31
BT00000545,19725.2,769-911733-3,W000000545,2020-01-22
BT00000546,7178.35,125-049214-7,W000000546,2019-09-04
BT00000547,23673.79,634-980142-7,W000000547,2020-02-27
BT00000548,18532.06,532-590646-3,W000000548,2021-08-06
BT00000549,14385.9,628-033237-4,W000000549,2020-01-09
BT00000550,30887.45,907-345519-8,W000000550,2020-06-30
BT00000551,11404.36,927-216123-4,W000000551,2019-10-24
BT00000552,18211.96,385-630624-3,W000000552,2021-11-04
BT00000553,15431.72,994-649995-7,W000000553,2020-07-19
BT00000554,3350.32,079-910179-2,W000000554,2019-11-22
BT00000555,6692.69,221-845654-0,W000000555,2021-08-04
BT00000556,5457.46,047-631871-2,W000000556,2021-01-19
BT00000557,26222.24,111-485387-4,W000000557,2020-03-10
BT00000558,33347.63,681-778031-7,W000000558,2019-09-22
BT00000559,16684.67,937-962023-9,W000000559,2021-04-29
BT00000560,33898.53,464-670225-5,W000000560,2020-09-11
BT00000561,20196.73,855-772435-9,W000000561,2020-10-10
BT00000562,10444.39,169-093071-4,W000000562,2020-08-26
BT00000563,32392.0,655-245880-8,W000000563,2021-09-08
BT00000564,16089.21,463-938008-2,W000000564,2019-04-09
BT00000565,31707.72,588-046346-9,W000000565,2020-12-18
BT00000566,26536.75,668-677899-2,W000000566,2021-02-01
BT00000567,3890.02,254-240208-1,W000000567,2019-11-13
BT00000568,25879.56,810-257498-0,W000000568,2020-08-05
BT00000569,16048.79,951-234499-1,W000000569,2021-08-07
BT00000570,7169.72,464-385739-5,W000000570,2019-06-25
BT00000571,12944.44,204-766270-0,W000000571,2020-04-13
BT00000572,2007.17,551-735702-4,W000000572,2021-04-18
BT00000573,27715.03,675-122905-5,W000000573,2022-02-08
BT00000574,1372.68,912-035129-1,W000000574,2021-07-29
BT00000575,2491.05,276-979976-3,W000000575,2021-03-19
BT00000576,15312.44,802-993604-2,W000000576,2021-03-19
BT00000577,5670.77,501-457663-3,W000000577,2020-08-30
BT00000578,31019.86,331-425311-9,W000000578,2019-08-13
BT00000579,25411.29,743-310056-4,W000000579,2019-09-13
BT00000580,12356.02,732-955273-5,W000000580,2021-05-26
BT00000581,28195.66,408-028323-5,W000000581,2019-03-25
BT00000582,12462.33,634-649470-6,W000000582,2019-04-07
BT00000583,18467.49,080-929424-0,W000000583,2019-12-21
BT00000584,14995.52,694-099934-4,W000000584,2020-09-15
BT00000585,34230.01,499-778575-0,W000000585,2019-12-03
BT00000586,27464.35,616-082738-5,W000000586,2020-06-29
BT00000587,6671.66,080-317711-1,W000000587,2020-09-27
BT00000588,3850.54,734-300926-5,W000000588,2021-11-07
BT00000589,5214.54,907-345519-8,W000000589,2020-08-26
BT00000590,30644.98,437-474554-0,W000000590,2020-06-29
BT00000591,31597.39,180-317393-4,W000000591,2020-03-30
BT00000592,14066.7,456-264618-8,W000000592,2019-08-13
BT00000593,14725.7,479-218089-7,W000000593,2019-06-11
BT00000594,8361.71,764-438161-8,W000000594,2019-01-20
BT00000595,7148.31,794-354850-3,W000000595,2020-04-04
BT00000596,26804.22,550-735102-9,W000000596,2019-08-14
BT00000597,6010.7,869-621453-5,W000000597,2021-11-14
BT00000598,11186.32,450-326103-4,W000000598,2021-12-31
BT00000599,16027.55,600-542943-9,W000000599,2020-11-07
BT00000600,32917.39,226-836708-6,W000000600,2021-01-28
BT00000601,10603.13,248-603272-8,W000000601,2021-10-08
BT00000602,21621.5,402-232174-3,W000000602,2021-12-10
BT00000603,14882.08,352-924818-0,W000000603,2019-12-22
BT00000604,12487.17,263-766385-4,W000000604,2020-10-12
BT00000605,34706.34,713-910997-6,W000000605,2019-07-22
BT00000606,34038.63,200-893324-9,W000000606,2021-12-15
BT00000607,4427.36,851-510597-3,W000000607,2021-06-05
BT00000608,12431.8,381-591285-9,W000000608,2021-03-03
BT00000609,2703.49,846-108247-0,W000000609,2019-03-02
BT00000610,33742.79,268-642679-3,W000000610,2021-09-04
BT00000611,23822.5,939-836216-1,W000000611,2020-03-21
BT00000612,8821.93,105-205810-7,W000000612,2019-01-07
BT00000613,34470.89,263-241864-7,W000000613,2019-03-07
BT00000614,2559.02,859-846969-5,W000000614,2019-10-10
BT00000615,3507.69,691-122545-2,W000000615,2020-09-29
BT00000616,23667.01,339-749745-0,W000000616,2020-08-18
BT00000617,15911.97,228-720364-0,W000000617,2021-01-08
BT00000618,2031.74,691-122545-2,W000000618,2021-05-14
BT00000619,29915.68,724-331034-9,W000000619,2021-12-01
BT00000620,20193.39,390-077608-2,W000000620,2020-11-23
BT00000621,34633.07,713-910997-6,W000000621,2021-06-21
BT00000622,26786.41,651-308399-7,W000000622,2020-04-20
BT00000623,7919.62,414-181983-9,W000000623,2021-09-30
BT00000624,27132.11,867-511500-0,W000000624,2019-04-06
BT00000625,20573.05,887-093133-3,W000000625,2021-12-04
BT00000626,21979.58,628-186537-6,W000000626,2021-07-10
BT00000627,33666.43,284-546264-9,W000000627,2021-09-09
BT00000628,21384.36,716-182115-7,W000000628,2020-02-01
BT00000629,30839.22,364-657249-9,W000000629,2021-07-08
BT00000630,29421.07,127-989329-2,W000000630,2021-09-13
BT00000631,26561.61,178-300260-1,W000000631,2021-04-30
BT00000632,31380.06,848-831664-4,W000000632,2020-02-28
BT00000633,22191.68,586-045292-9,W000000633,2019-02-18
BT00000634,12878.17,165-195361-1,W000000634,2020-02-05
BT00000635,23138.11,858-216986-5,W000000635,2019-05-04
BT00000636,11186.87,180-317393-4,W000000636,2020-04-14
BT00000637,13323.43,255-001261-8,W000000637,2021-07-03
BT00000638,1503.33,946-689399-9,W000000638,2021-06-13
BT00000639,11653.0,912-299357-4,W000000639,2019-04-17
BT00000640,27368.45,447-794916-9,W000000640,2019-12-18
BT00000641,4500.95,325-407496-0,W000000641,2021-06-14
BT00000642,20768.61,608-982920-2,W000000642,2019-11-19
BT00000643,27234.01,846-910295-9,W000000643,2020-06-25
BT00000644,18639.81,313-335906-7,W000000644,2019-08-30
BT00000645,28351.95,473-636151-6,W000000645,2021-03-18
BT00000646,5538.55,451-174603-7,W000000646,2021-09-10
BT00000647,19224.16,358-905356-6,W000000647,2019-07-30
BT00000648,28023.69,091-296191-9,W000000648,2019-07-26
BT00000649,24778.61,221-956046-6,W000000649,2019-08-13
BT00000650,9920.33,838-134567-2,W000000650,2021-08-10
BT00000651,6646.39,192-820546-5,W000000651,2020-08-16
BT00000652,34321.32,380-971735-3,W000000652,2021-04-28
BT00000653,12950.7,278-792656-3,W000000653,2021-07-11
BT00000654,17459.83,330-153104-2,W000000654,2019-09-05
BT00000655,29062.21,206-830171-5,W000000655,2022-01-31
BT00000656,2262.65,458-494513-0,W000000656,2021-07-17
BT00000657,8574.82,745-212940-2,W000000657,2020-11-15
BT00000658,9244.17,100-198058-2,W000000658,2021-09-08
BT00000659,10017.29,229-413043-5,W000000659,2019-10-13
BT00000660,32451.05,702-550968-1,W000000660,2019-07-02
BT00000661,22415.35,426-931717-9,W000000661,2019-01-09
BT00000662,12465.55,892-463693-7,W000000662,2020-11-05
BT00000663,29092.54,802-092001-8,W000000663,2020-10-29
BT00000664,1609.56,264-726897-4,W000000664,2021-11-20
BT00000665,23208.51,539-314028-4,W000000665,2020-04-12
BT00000666,26956.58,417-392905-3,W000000666,2019-01-03
BT00000667,20787.89,041-371906-7,W000000667,2020-02-20
BT00000668,5408.02,159-139201-6,W000000668,2019-04-26
BT00000669,1063.31,104-124627-7,W000000669,2020-02-09
BT00000670,34711.03,148-481270-9,W000000670,2020-04-25
BT00000671,19129.85,456-264618-8,W000000671,2021-03-27
BT00000672,26020.03,314-547686-3,W000000672,2020-09-27
BT00000673,17483.15,433-225949-9,W000000673,2019-01-16
BT00000674,14606.02,757-426642-3,W000000674,2019-05-29
BT00000675,28943.1,820-720037-9,W000000675,2021-12-04
BT00000676,21665.59,072-269661-4,W000000676,2020-11-15
BT00000677,34630.43,049-183652-1,W000000677,2019-11-15
BT00000678,28113.49,525-468213-6,W000000678,2021-05-28
BT00000679,21832.86,351-076596-9,W000000679,2020-06-22
BT00000680,22875.06,014-497888-2,W000000680,2019-01-01
BT00000681,19150.25,729-151906-3,W000000681,2022-02-11
BT00000682,31779.96,504-608538-3,W000000682,2021-11-03
BT00000683,33952.5,154-614151-1,W000000683,2019-02-26
BT00000684,13820.1,615-083996-7,W000000684,2020-11-09
BT00000685,4665.09,563-551008-8,W000000685,2021-07-26
BT00000686,12855.2,768-349619-0,W000000686,2019-06-06
BT00000687,14065.42,394-071708-0,W000000687,2021-12-10
BT00000688,12164.49,347-326569-9,W000000688,2021-03-10
BT00000689,3460.16,825-150463-5,W000000689,2022-02-08
BT00000690,4447.01,741-087419-9,W000000690,2020-02-11
BT00000691,7358.22,020-366517-4,W000000691,2020-02-09
BT00000692,8360.23,535-780899-9,W000000692,2020-11-10
BT00000693,20127.04,309-259344-4,W000000693,2020-06-14
BT00000694,18835.21,768-539961-7,W000000694,2021-02-03
BT00000695,16343.55,431-824992-9,W000000695,2020-05-04
BT00000696,451.36,070-197201-6,W000000696,2019-11-04
BT00000697,34975.24,663-008548-4,W000000697,2020-06-07
BT00000698,15502.51,485-435087-8,W000000698,2019-07-29
BT00000699,31288.03,684-448020-9,W000000699,2021-02-18
BT00000700,17121.89,671-012282-1,W000000700,2021-01-11
BT00000701,15652.73,965-126861-2,W000000701,2019-08-18
BT00000702,2152.5,717-010413-9,W000000702,2020-02-18
BT00000703,11664.18,988-518169-0,W000000703,2019-02-23
BT00000704,9822.47,964-917748-8,W000000704,2021-11-23
BT00000705,21583.28,276-374656-6,W000000705,2021-11-09
BT00000706,15283.73,014-919509-2,W000000706,2021-09-06
BT00000707,17286.17,398-727615-7,W000000707,2021-12-03
BT00000708,21694.1,728-483202-0,W000000708,2021-08-12
BT00000709,19553.88,666-064086-0,W000000709,2019-06-14
BT00000710,809.05,397-527030-8,W000000710,2019-08-13
BT00000711,16496.98,440-010962-3,W000000711,2020-09-07
BT00000712,23712.49,600-542943-9,W000000712,2019-12-09
BT00000713,34153.13,022-914302-8,W000000713,2020-06-14
BT00000714,8529.83,021-840074-6,W000000714,2022-01-19
BT00000715,14311.19,526-745544-2,W000000715,2020-09-15
BT00000716,34516.0,348-120151-2,W000000716,2020-01-28
BT00000717,2807.57,680-396231-4,W000000717,2019-05-31
BT00000718,30719.73,044-466172-3,W000000718,2021-01-05
BT00000719,4866.95,639-219130-4,W000000719,2019-04-26
BT00000720,31127.24,133-519042-4,W000000720,2021-08-31
BT00000721,27343.95,474-731782-0,W000000721,2021-03-26
BT00000722,8212.37,263-277700-3,W000000722,2020-03-05
BT00000723,19913.67,910-375156-6,W000000723,2019-06-04
BT00000724,32389.98,337-057623-0,W000000724,2019-04-05
BT00000725,12518.33,258-932871-9,W000000725,2020-07-28
BT00000726,16733.94,122-953509-4,W000000726,2020-11-12
BT00000727,22751.45,827-818135-9,W000000727,2019-06-21
BT00000728,29837.5,295-911140-2,W000000728,2020-02-20
BT00000729,292.87,219-210410-8,W000000729,2019-02-18
BT00000730,4432.81,554-226226-9,W000000730,2019-07-22
BT00000731,14879.15,802-920888-6,W000000731,2020-06-30
BT00000732,700.27,057-748837-4,W000000732,2019-01-15
BT00000733,5290.58,747-804075-4,W000000733,2019-12-08
BT00000734,3376.06,285-573798-1,W000000734,2019-01-17
BT00000735,25879.57,755-817828-7,W000000735,2021-09-10
BT00000736,25707.02,036-952321-1,W000000736,2021-05-23
BT00000737,34911.44,270-967723-8,W000000737,2021-12-09
BT00000738,9515.36,578-572447-6,W000000738,2021-07-21
BT00000739,16247.09,907-298197-2,W000000739,2019-03-08
BT00000740,33741.13,148-071058-4,W000000740,2022-02-08
BT00000741,15174.91,258-932871-9,W000000741,2019-02-12
BT00000742,32429.99,842-519324-3,W000000742,2019-08-02
BT00000743,7875.03,568-689845-4,W000000743,2019-09-21
BT00000744,34984.71,585-281963-7,W000000744,2019-12-03
BT00000745,34701.97,962-489733-2,W000000745,2020-04-17
BT00000746,26614.01,993-598176-3,W000000746,2020-08-31
BT00000747,25914.77,492-429432-1,W000000747,2019-09-19
BT00000748,3903.14,625-652371-4,W000000748,2020-05-19
BT00000749,22812.67,743-856204-8,W000000749,2021-12-27
BT00000750,17754.72,579-858656-1,W000000750,2020-08-21
BT00000751,4919.04,505-387322-8,W000000751,2019-05-30
BT00000752,1974.74,778-554234-1,W000000752,2021-07-19
BT00000753,23276.96,824-742924-3,W000000753,2019-01-29
BT00000754,18191.46,852-703911-6,W000000754,2019-04-14
BT00000755,19841.89,678-362308-4,W000000755,2020-03-13
BT00000756,7068.63,764-438161-8,W000000756,2020-08-01
BT00000757,2014.63,236-973497-0,W000000757,2020-04-09
BT00000758,31481.69,778-914504-7,W000000758,2021-10-22
BT00000759,17657.4,371-160119-9,W000000759,2019-08-21
BT00000760,14699.9,332-245461-7,W000000760,2019-11-05
BT00000761,7748.74,983-200808-0,W000000761,2021-05-14
BT00000762,27911.48,671-012282-1,W000000762,2020-09-25
BT00000763,11667.28,382-420373-6,W000000763,2020-04-03
BT00000764,29243.33,593-818655-1,W000000764,2020-09-15
BT00000765,9772.53,356-122654-0,W000000765,2020-06-28
BT00000766,30033.36,046-015454-3,W000000766,2020-02-01
BT00000767,10131.99,999-315163-7,W000000767,2021-05-30
BT00000768,5156.14,063-747676-3,W000000768,2020-01-27
BT00000769,34240.93,148-071058-4,W000000769,2022-01-12
BT00000770,19645.59,773-294843-0,W000000770,2021-09-10
BT00000771,33982.17,187-577392-2,W000000771,2019-07-01
BT00000772,4782.39,734-300926-5,W000000772,2019-01-28
BT00000773,25043.39,944-104797-2,W000000773,2020-10-23
BT00000774,10955.02,738-143799-8,W000000774,2020-07-07
BT00000775,22242.93,638-443146-9,W000000775,2021-12-13
BT00000776,8887.16,299-251243-5,W000000776,2021-10-14
BT00000777,25139.98,059-876375-7,W000000777,2021-10-13
BT00000778,2526.7,886-299357-6,W000000778,2020-03-03
BT00000779,7798.09,799-694108-8,W000000779,2021-11-18
BT00000780,27393.38,271-219724-3,W000000780,2020-03-25
BT00000781,13018.79,673-095295-2,W000000781,2021-08-29
BT00000782,18904.66,003-190455-5,W000000782,2019-01-10
BT00000783,29242.09,634-980142-7,W000000783,2020-02-12
BT00000784,24812.47,974-604267-3,W000000784,2020-04-03
BT00000785,7845.52,563-909135-8,W000000785,2019-03-10
BT00000786,1468.96,512-128091-4,W000000786,2022-02-18
BT00000787,15521.09,498-430177-8,W000000787,2022-03-14
BT00000788,32444.21,144-760486-8,W000000788,2020-11-21
BT00000789,26395.91,102-513386-8,W000000789,2019-01-16
BT00000790,33738.83,446-410705-2,W000000790,2019-01-10
BT00000791,15507.97,392-903506-8,W000000791,2021-10-15
BT00000792,10558.33,230-473373-2,W000000792,2021-12-19
BT00000793,3022.14,720-209082-4,W000000793,2019-07-12
BT00000794,15814.55,786-532616-5,W000000794,2021-05-15
BT00000795,14783.45,435-980295-6,W000000795,2020-05-06
BT00000796,23552.94,083-372516-7,W000000796,2020-04-17
BT00000797,6408.48,043-410372-4,W000000797,2020-09-13
BT00000798,11085.57,345-775285-3,W000000798,2020-05-08
BT00000799,29640.82,866-798620-1,W000000799,2019-03-25
BT00000800,22786.27,653-850910-9,W000000800,2020-01-01
BT00000801,24547.4,472-435495-6,W000000801,2019-03-20
BT00000802,15992.66,033-990959-6,W000000802,2020-07-24
BT00000803,3160.81,999-315163-7,W000000803,2020-12-11
BT00000804,19684.71,431-824992-9,W000000804,2019-05-15
BT00000805,19854.1,275-013261-0,W000000805,2019-11-14
BT00000806,13585.94,964-314841-4,W000000806,2019-09-20
BT00000807,9273.8,357-144865-6,W000000807,2021-06-24
BT00000808,16681.1,497-036323-8,W000000808,2019-10-18
BT00000809,8562.43,314-547686-3,W000000809,2021-09-24
BT00000810,28493.4,443-329517-5,W000000810,2021-06-26
BT00000811,21211.31,439-428145-5,W000000811,2020-12-23
BT00000812,32984.66,727-057025-3,W000000812,2022-01-02
BT00000813,22818.57,096-590995-8,W000000813,2019-05-25
BT00000814,11705.92,125-087410-7,W000000814,2021-08-02
BT00000815,323.51,323-768318-3,W000000815,2021-09-10
BT00000816,19489.42,285-573798-1,W000000816,2021-10-24
BT00000817,21070.14,324-281001-7,W000000817,2021-09-07
BT00000818,1294.38,567-472083-2,W000000818,2019-05-14
BT00000819,26623.44,390-077608-2,W000000819,2019-03-10
BT00000820,13790.95,953-839838-5,W000000820,2020-05-03
BT00000821,5706.82,262-535086-8,W000000821,2021-11-30
BT00000822,24136.35,946-689399-9,W000000822,2022-02-27
BT00000823,17590.52,475-752286-2,W000000823,2021-12-27
BT00000824,8465.85,663-067736-0,W000000824,2020-06-30
BT00000825,13811.09,293-875897-3,W000000825,2021-01-15
BT00000826,596.05,909-821603-1,W000000826,2019-11-20
BT00000827,34362.36,769-140041-2,W000000827,2019-07-18
BT00000828,829.75,817-228463-7,W000000828,2020-10-27
BT00000829,15795.57,054-526813-0,W000000829,2020-05-12
BT00000830,5658.6,125-049214-7,W000000830,2019-02-25
BT00000831,2906.25,008-157850-6,W000000831,2020-10-08
BT00000832,26500.73,206-339299-2,W000000832,2020-01-03
BT00000833,20130.56,421-617831-0,W000000833,2020-08-15
BT00000834,3257.81,171-467935-4,W000000834,2020-03-26
BT00000835,33964.79,929-503276-0,W000000835,2020-09-01
BT00000836,17350.23,307-958447-9,W000000836,2021-12-23
BT00000837,8180.91,181-809180-8,W000000837,2020-08-17
BT00000838,27739.8,918-891784-0,W000000838,2021-08-20
BT00000839,6123.96,541-223607-5,W000000839,2021-06-29
BT00000840,32029.52,415-891082-3,W000000840,2020-06-09
BT00000841,19630.05,558-672795-4,W000000841,2021-07-04
BT00000842,18064.75,279-641436-7,W000000842,2019-09-26
BT00000843,18036.84,008-991358-7,W000000843,2019-04-02
BT00000844,12787.87,877-272122-2,W000000844,2021-07-24
BT00000845,2508.12,111-692634-6,W000000845,2022-02-19
BT00000846,12571.71,282-773063-8,W000000846,2021-12-23
BT00000847,7770.75,592-863556-6,W000000847,2020-03-25
BT00000848,7451.6,812-139853-9,W000000848,2019-04-24
BT00000849,5502.01,058-817244-8,W000000849,2021-02-16
BT00000850,11690.86,521-564581-2,W000000850,2021-07-22
BT00000851,26379.8,696-102280-4,W000000851,2020-02-20
BT00000852,11131.94,063-747676-3,W000000852,2019-07-29
BT00000853,23706.27,250-801404-4,W000000853,2021-08-19
BT00000854,15138.85,927-529222-7,W000000854,2021-11-16
BT00000855,8415.81,231-350956-7,W000000855,2020-08-01
BT00000856,1113.41,416-194845-1,W000000856,2021-09-17
BT00000857,26519.92,309-326552-0,W000000857,2020-02-22
BT00000858,25830.11,254-178737-4,W000000858,2019-02-25
BT00000859,33073.63,547-470277-0,W000000859,2019-01-23
BT00000860,12241.3,589-983537-2,W000000860,2019-05-14
BT00000861,21961.33,111-416075-4,W000000861,2021-11-11
BT00000862,28968.49,776-937004-3,W000000862,2020-05-24
BT00000863,31870.63,330-631748-5,W000000863,2022-01-23
BT00000864,10425.05,504-608538-3,W000000864,2019-03-24
BT00000865,21381.86,597-848534-0,W000000865,2021-02-16
BT00000866,32065.72,469-305625-6,W000000866,2020-06-13
BT00000867,26979.0,083-937350-7,W000000867,2021-07-14
BT00000868,11247.68,063-036800-1,W000000868,2020-08-09
BT00000869,25270.72,674-487541-9,W000000869,2021-02-20
BT00000870,4295.46,812-758287-2,W000000870,2020-06-04
BT00000871,18471.65,388-667575-8,W000000871,2019-01-23
BT00000872,22082.89,476-990032-0,W000000872,2020-10-19
BT00000873,28089.34,782-493114-0,W000000873,2021-05-03
BT00000874,9642.71,573-748513-2,W000000874,2021-11-10
BT00000875,26004.83,316-728683-1,W000000875,2019-09-18
BT00000876,24692.03,399-698729-3,W000000876,2020-05-19
BT00000877,18639.63,326-581631-9,W000000877,2020-10-17
BT00000878,16692.3,166-072311-0,W000000878,2020-05-31
BT00000879,15045.79,934-961134-6,W000000879,2020-10-06
BT00000880,17428.9,721-780449-8,W000000880,2020-01-29
BT00000881,32125.5,789-683693-0,W000000881,2021-09-23
BT00000882,18349.91,563-870412-3,W000000882,2020-01-08
BT00000883,10592.29,901-361636-8,W000000883,2019-06-17
BT00000884,4446.6,200-893324-9,W000000884,2019-01-13
BT00000885,21033.72,434-486652-4,W000000885,2019-03-10
BT00000886,1927.0,916-419355-4,W000000886,2019-06-05
BT00000887,27928.02,131-249178-7,W000000887,2019-04-18
BT00000888,18512.51,392-654088-4,W000000888,2019-09-14
BT00000889,16522.47,366-859243-4,W000000889,2021-01-15
BT00000890,13643.9,960-045920-7,W000000890,2021-12-14
BT00000891,3686.17,493-910380-0,W000000891,2020-03-11
BT00000892,19853.54,422-159266-9,W000000892,2021-06-01
BT00000893,4874.02,168-055790-0,W000000893,2021-06-10
BT00000894,20253.24,705-812507-2,W000000894,2020-10-07
BT00000895,7978.43,364-657249-9,W000000895,2021-12-14
BT00000896,32267.15,843-947337-9,W000000896,2021-04-16
BT00000897,5248.58,260-831971-4,W000000897,2021-07-19
BT00000898,20984.18,855-772435-9,W000000898,2019-09-21
BT00000899,21759.73,969-231158-6,W000000899,2020-11-27
BT00000900,15137.33,135-922773-6,W000000900,2021-09-14
BT00000901,34386.88,925-143528-7,W000000901,2021-09-25
BT00000902,27134.74,553-388725-9,W000000902,2019-01-03
BT00000903,31301.1,748-721164-5,W000000903,2022-01-08
BT00000904,11503.64,499-181995-4,W000000904,2022-02-06
BT00000905,2580.51,704-723258-0,W000000905,2019-02-21
BT00000906,3013.29,106-700194-7,W000000906,2021-08-23
BT00000907,19914.68,413-798188-0,W000000907,2021-11-28
BT00000908,9034.79,523-078643-9,W000000908,2019-12-09
BT00000909,2676.87,763-861688-2,W000000909,2021-10-20
BT00000910,22209.75,776-446207-9,W000000910,2020-09-16
BT00000911,34451.9,225-907986-1,W000000911,2019-07-02
BT00000912,10701.0,993-598176-3,W000000912,2020-04-05
BT00000913,6882.93,637-978309-2,W000000913,2022-02-03
BT00000914,2763.17,846-078099-5,W000000914,2019-07-13
BT00000915,32595.56,616-040786-3,W000000915,2021-04-03
BT00000916,3088.25,833-669436-4,W000000916,2020-01-21
BT00000917,4403.83,239-574415-9,W000000917,2021-09-07
BT00000918,24442.06,983-200808-0,W000000918,2020-03-11
BT00000919,18941.74,192-992900-0,W000000919,2020-04-03
BT00000920,13243.33,638-914147-1,W000000920,2021-03-09
BT00000921,29512.0,457-880996-1,W000000921,2021-10-27
BT00000922,7678.84,045-096344-3,W000000922,2021-05-09
BT00000923,19819.39,085-949027-7,W000000923,2020-06-06
BT00000924,10982.64,937-645875-8,W000000924,2020-02-20
BT00000925,29952.76,494-255204-8,W000000925,2019-09-16
BT00000926,13532.97,204-518905-7,W000000926,2021-05-22
BT00000927,31806.28,193-578027-1,W000000927,2021-04-08
BT00000928,5780.96,665-811843-7,W000000928,2019-02-23
BT00000929,4156.7,234-382198-3,W000000929,2021-01-02
