Top_up_BankNum_ID,Balanced,Bank_Num,Wallet_ID,Top_Up_Date
BT00000464,306582.31,412-315146-9,W000000464,2021-03-03
BT00000465,634525.51,855-362704-3,W000000465,2022-01-28
BT00000466,336002.27,844-362516-0,W000000466,2020-06-09
BT00000467,933748.02,661-848905-8,W000000467,2021-04-30
BT00000468,306140.04,681-287071-7,W000000468,2021-02-22
BT00000469,915031.17,066-443197-7,W000000469,2021-04-08
BT00000470,781555.4,101-089934-0,W000000470,2021-05-21
BT00000471,386498.77,192-006748-5,W000000471,2019-05-16
BT00000472,554271.76,282-895153-7,W000000472,2020-11-10
BT00000473,387893.91,744-655683-4,W000000473,2021-01-01
BT00000474,531852.29,086-020153-5,W000000474,2019-09-18
BT00000475,863530.96,901-318544-1,W000000475,2020-03-15
BT00000476,304719.49,697-078368-5,W000000476,2022-03-13
BT00000477,141116.55,695-890151-9,W000000477,2021-12-18
BT00000478,8931.48,186-527261-3,W000000478,2020-09-19
BT00000479,812074.69,659-207174-2,W000000479,2022-01-11
BT00000480,154550.91,299-349429-8,W000000480,2019-03-11
BT00000481,591169.74,349-814507-7,W000000481,2022-03-06
BT00000482,626846.67,465-854129-7,W000000482,2019-06-05
BT00000483,574660.84,671-880002-4,W000000483,2019-12-28
BT00000484,511840.55,331-447650-3,W000000484,2021-10-03
BT00000485,852536.5,870-638321-3,W000000485,2020-05-23
BT00000486,84753.96,452-803569-0,W000000486,2022-02-04
BT00000487,91476.4,749-859022-8,W000000487,2021-09-11
BT00000488,213256.74,808-953330-0,W000000488,2020-05-19
BT00000489,991201.3,366-371969-6,W000000489,2019-01-16
BT00000490,574386.9,069-853111-0,W000000490,2019-04-21
BT00000491,734683.52,886-252477-1,W000000491,2021-02-11
BT00000492,736848.42,810-156664-3,W000000492,2019-09-15
BT00000493,807574.68,726-089387-1,W000000493,2022-01-17
BT00000494,614414.39,728-700515-4,W000000494,2020-12-10
BT00000495,805764.83,497-702419-7,W000000495,2021-12-22
BT00000496,585299.95,347-640773-8,W000000496,2019-10-16
BT00000497,295341.76,900-265660-1,W000000497,2021-05-09
BT00000498,160329.47,390-213671-2,W000000498,2021-10-31
BT00000499,934032.69,924-958454-4,W000000499,2019-01-20
BT00000500,583180.32,532-851796-4,W000000500,2020-10-02
BT00000501,715699.33,979-962984-7,W000000501,2020-03-06
BT00000502,278383.38,688-289168-4,W000000502,2019-12-08
BT00000503,898025.75,087-195803-5,W000000503,2019-10-21
BT00000504,284951.67,820-671230-0,W000000504,2020-06-26
BT00000505,39440.42,738-219235-2,W000000505,2021-12-24
BT00000506,27039.33,604-860665-7,W000000506,2020-11-25
BT00000507,635765.16,943-820444-5,W000000507,2022-02-25
BT00000508,594083.69,572-536120-3,W000000508,2020-08-12
BT00000509,404887.89,106-657553-1,W000000509,2020-09-19
BT00000510,278960.79,022-537670-6,W000000510,2022-02-05
BT00000511,902720.23,288-026188-7,W000000511,2021-01-12
BT00000512,50715.65,719-178939-5,W000000512,2020-04-28
BT00000513,697031.7,093-131641-8,W000000513,2020-06-16
BT00000514,43240.68,196-928829-5,W000000514,2021-02-02
BT00000515,518136.51,937-096660-7,W000000515,2022-03-07
BT00000516,876768.09,271-057429-6,W000000516,2019-09-20
BT00000517,556204.4,637-722394-5,W000000517,2019-09-26
BT00000518,939157.64,002-040685-5,W000000518,2021-04-06
BT00000519,23676.5,452-123019-5,W000000519,2021-05-22
BT00000520,300012.3,691-703649-4,W000000520,2021-10-06
BT00000521,546561.68,703-045374-6,W000000521,2019-02-21
BT00000522,761785.53,300-070981-6,W000000522,2020-04-06
BT00000523,727027.36,476-275127-8,W000000523,2019-12-19
BT00000524,662092.29,137-508570-5,W000000524,2022-02-23
BT00000525,687226.34,598-002797-0,W000000525,2021-12-28
BT00000526,719599.37,425-358796-7,W000000526,2020-12-24
BT00000527,265411.46,172-130580-9,W000000527,2022-03-06
BT00000528,223367.97,888-036212-7,W000000528,2020-05-15
BT00000529,187394.91,364-785748-4,W000000529,2019-03-26
BT00000530,771507.13,727-248204-6,W000000530,2020-09-19
BT00000531,788442.63,338-101697-2,W000000531,2021-02-04
BT00000532,652886.1,266-432120-7,W000000532,2021-07-10
BT00000533,172249.1,308-429676-2,W000000533,2021-06-18
BT00000534,369626.45,349-403889-2,W000000534,2019-05-30
BT00000535,134936.97,697-113953-6,W000000535,2021-04-25
BT00000536,347200.54,224-044689-1,W000000536,2022-03-01
BT00000537,692572.16,707-589474-2,W000000537,2020-08-20
BT00000538,650459.63,214-174873-5,W000000538,2021-01-28
BT00000539,351275.31,240-481766-2,W000000539,2021-04-15
BT00000540,82517.15,841-368532-1,W000000540,2019-10-04
BT00000541,534809.09,558-681183-9,W000000541,2020-08-01
BT00000542,443278.8,738-732992-2,W000000542,2019-12-27
BT00000543,324151.24,493-912965-6,W000000543,2019-01-31
BT00000544,559090.64,513-195710-8,W000000544,2020-07-08
BT00000545,367057.18,077-415408-6,W000000545,2019-04-01
BT00000546,410184.1,712-643041-9,W000000546,2019-08-05
BT00000547,77006.32,218-906634-4,W000000547,2021-03-11
BT00000548,207471.78,671-880002-4,W000000548,2020-01-19
BT00000549,721285.96,641-894079-5,W000000549,2020-10-14
BT00000550,875287.37,052-185833-4,W000000550,2020-03-28
BT00000551,592377.3,261-973956-2,W000000551,2021-02-04
BT00000552,892069.93,996-495286-5,W000000552,2021-12-25
BT00000553,515473.1,484-505872-0,W000000553,2019-02-22
BT00000554,782368.64,770-324686-4,W000000554,2019-03-29
BT00000555,205783.12,869-859430-8,W000000555,2022-02-14
BT00000556,988104.65,908-262073-1,W000000556,2021-11-10
BT00000557,587552.47,779-782102-1,W000000557,2020-08-23
BT00000558,614496.69,066-266076-1,W000000558,2022-02-08
BT00000559,673171.12,924-912733-7,W000000559,2020-09-28
BT00000560,859479.85,839-624147-0,W000000560,2019-01-06
BT00000561,576636.67,137-375792-1,W000000561,2019-07-04
BT00000562,273230.41,901-627846-9,W000000562,2019-09-24
BT00000563,341607.03,187-908025-0,W000000563,2021-11-20
BT00000564,845512.38,538-827352-2,W000000564,2020-01-18
BT00000565,168708.1,907-498927-4,W000000565,2021-06-24
BT00000566,29543.21,300-953037-0,W000000566,2020-04-02
BT00000567,368826.31,380-578557-3,W000000567,2021-04-28
BT00000568,807738.83,235-099585-7,W000000568,2020-02-25
BT00000569,93765.79,650-306204-9,W000000569,2019-04-17
BT00000570,11702.86,802-190229-5,W000000570,2021-12-20
BT00000571,499439.3,267-970894-8,W000000571,2020-04-10
BT00000572,671811.23,817-944518-5,W000000572,2020-05-27
BT00000573,48039.41,834-631089-4,W000000573,2019-02-09
BT00000574,877495.14,958-001313-4,W000000574,2021-02-18
BT00000575,703018.9,148-253002-7,W000000575,2019-11-17
BT00000576,552373.59,093-131641-8,W000000576,2020-02-09
BT00000577,109807.5,035-383431-1,W000000577,2022-01-05
BT00000578,381445.48,545-857432-0,W000000578,2021-08-21
BT00000579,277664.52,125-317013-7,W000000579,2021-02-22
BT00000580,375083.21,743-676325-5,W000000580,2020-11-12
BT00000581,661315.01,425-358796-7,W000000581,2020-04-20
BT00000582,946307.77,752-109176-7,W000000582,2020-07-12
BT00000583,981427.05,379-897907-9,W000000583,2021-09-25
BT00000584,829979.34,186-885228-2,W000000584,2019-08-23
BT00000585,322535.79,775-093331-4,W000000585,2020-12-21
BT00000586,205306.87,897-313407-8,W000000586,2019-09-05
BT00000587,559239.15,492-087846-5,W000000587,2019-03-04
BT00000588,656360.05,953-312971-7,W000000588,2020-07-09
BT00000589,377628.95,315-932949-2,W000000589,2022-02-01
BT00000590,550913.09,452-123019-5,W000000590,2021-04-15
BT00000591,329930.09,493-912965-6,W000000591,2021-07-30
BT00000592,472270.75,417-768583-7,W000000592,2019-05-04
BT00000593,472214.15,282-456087-3,W000000593,2020-06-23
BT00000594,387750.14,137-661483-5,W000000594,2021-05-31
BT00000595,236235.78,161-616575-1,W000000595,2021-12-13
BT00000596,448246.59,818-489127-0,W000000596,2021-08-14
BT00000597,879370.62,362-211806-7,W000000597,2020-03-16
BT00000598,946181.93,068-356028-3,W000000598,2021-03-16
BT00000599,351842.89,408-696547-5,W000000599,2020-05-30
BT00000600,208248.72,287-441903-7,W000000600,2022-01-08
BT00000601,385866.7,375-602197-7,W000000601,2020-11-29
BT00000602,836631.5,738-874369-2,W000000602,2020-04-08
BT00000603,453738.19,281-790332-2,W000000603,2022-02-27
BT00000604,510401.98,495-709510-5,W000000604,2019-06-22
BT00000605,491921.74,096-753123-5,W000000605,2020-12-11
BT00000606,411713.04,395-507243-9,W000000606,2019-03-21
BT00000607,291378.6,371-294457-8,W000000607,2019-09-14
BT00000608,519231.76,176-621978-3,W000000608,2022-02-17
BT00000609,445075.23,886-252477-1,W000000609,2021-01-24
BT00000610,64348.33,745-262913-3,W000000610,2019-12-02
BT00000611,840456.76,715-096782-1,W000000611,2020-05-19
BT00000612,294576.08,406-648587-8,W000000612,2020-03-17
BT00000613,705799.05,817-734358-9,W000000613,2019-09-17
BT00000614,202136.18,274-662388-1,W000000614,2021-03-31
BT00000615,785694.04,415-214802-7,W000000615,2019-08-24
BT00000616,822712.63,363-422060-9,W000000616,2019-04-16
BT00000617,163040.17,574-300706-3,W000000617,2020-06-08
BT00000618,174117.24,641-894079-5,W000000618,2020-06-29
BT00000619,145326.95,896-122878-0,W000000619,2021-06-21
BT00000620,930561.13,664-920098-9,W000000620,2019-12-16
BT00000621,693843.29,133-934093-5,W000000621,2020-11-02
BT00000622,947322.49,436-938111-2,W000000622,2020-10-07
BT00000623,79796.73,425-358796-7,W000000623,2022-03-06
BT00000624,150216.92,061-132579-4,W000000624,2019-05-11
BT00000625,241719.76,074-600373-9,W000000625,2021-07-20
BT00000626,117730.53,816-874697-1,W000000626,2019-09-10
BT00000627,716710.84,685-990397-7,W000000627,2019-06-18
BT00000628,243620.03,127-126559-7,W000000628,2019-07-18
BT00000629,128605.45,967-483581-5,W000000629,2020-11-08
BT00000630,814488.34,872-984182-1,W000000630,2019-08-27
BT00000631,109118.46,179-593543-5,W000000631,2021-10-26
BT00000632,111710.41,218-906634-4,W000000632,2020-06-25
BT00000633,446083.63,299-349429-8,W000000633,2021-01-13
BT00000634,93478.36,897-313407-8,W000000634,2021-10-16
BT00000635,543568.2,487-636121-6,W000000635,2019-05-26
BT00000636,947332.13,752-427473-3,W000000636,2020-04-22
BT00000637,139752.16,750-603871-1,W000000637,2020-10-12
BT00000638,111668.01,523-513894-7,W000000638,2022-01-03
BT00000639,888612.14,840-012741-2,W000000639,2019-04-07
BT00000640,455183.37,776-492483-8,W000000640,2022-01-15
BT00000641,561354.77,675-667117-7,W000000641,2020-03-31
BT00000642,5726.54,137-661483-5,W000000642,2019-08-11
BT00000643,473501.98,447-327311-4,W000000643,2020-05-01
BT00000644,649422.81,487-572507-2,W000000644,2021-05-23
BT00000645,389642.04,714-605666-3,W000000645,2021-03-01
BT00000646,343732.31,212-838225-1,W000000646,2019-10-05
BT00000647,991266.86,137-375792-1,W000000647,2020-08-14
BT00000648,133335.46,313-014199-6,W000000648,2020-03-25
BT00000649,238593.16,279-244424-4,W000000649,2020-07-19
BT00000650,986853.99,661-179717-4,W000000650,2022-01-22
BT00000651,369537.63,636-382423-3,W000000651,2019-05-02
BT00000652,440122.48,291-883516-2,W000000652,2019-11-29
BT00000653,358696.16,572-854008-3,W000000653,2019-10-07
BT00000654,72880.71,808-037519-4,W000000654,2022-02-11
BT00000655,644045.91,351-168398-9,W000000655,2020-10-09
BT00000656,561146.51,303-857136-6,W000000656,2021-05-12
BT00000657,686147.67,379-897907-9,W000000657,2019-02-08
BT00000658,882128.64,547-423224-0,W000000658,2020-06-30
BT00000659,829779.37,725-710140-0,W000000659,2021-05-13
BT00000660,20511.78,440-337095-8,W000000660,2020-12-24
BT00000661,103848.38,215-933025-3,W000000661,2021-06-27
BT00000662,479532.32,659-207174-2,W000000662,2020-10-13
BT00000663,170143.34,824-688817-3,W000000663,2019-12-11
BT00000664,644614.45,452-803569-0,W000000664,2021-09-13
BT00000665,358751.46,123-893091-3,W000000665,2021-06-18
BT00000666,139455.94,425-358796-7,W000000666,2019-10-27
BT00000667,589323.51,929-655912-2,W000000667,2022-03-02
BT00000668,291178.05,512-253372-5,W000000668,2021-09-27
BT00000669,68863.9,769-034837-1,W000000669,2021-08-11
BT00000670,413740.74,928-716704-3,W000000670,2019-12-17
BT00000671,440636.17,482-534524-8,W000000671,2020-06-11
BT00000672,674318.57,586-235064-6,W000000672,2020-06-11
BT00000673,235273.23,727-945870-9,W000000673,2020-09-14
BT00000674,276228.87,218-906634-4,W000000674,2020-10-12
BT00000675,44410.47,824-497948-5,W000000675,2021-04-08
BT00000676,553811.79,430-051183-3,W000000676,2020-02-24
BT00000677,443213.77,026-313087-5,W000000677,2019-04-10
BT00000678,600331.42,462-345402-6,W000000678,2019-05-26
BT00000679,869838.83,341-459490-6,W000000679,2019-03-04
BT00000680,174586.4,572-854008-3,W000000680,2020-02-15
BT00000681,7425.17,085-164166-1,W000000681,2021-12-07
BT00000682,92617.58,194-859363-3,W000000682,2020-05-21
BT00000683,546505.26,225-472827-7,W000000683,2020-11-30
BT00000684,512577.34,179-593543-5,W000000684,2019-09-14
BT00000685,234967.88,744-835008-7,W000000685,2019-07-30
BT00000686,440752.35,349-814507-7,W000000686,2020-03-22
BT00000687,565565.89,367-393484-6,W000000687,2022-03-14
BT00000688,967061.77,716-227136-7,W000000688,2019-09-09
BT00000689,204201.71,871-729105-4,W000000689,2019-05-26
BT00000690,476186.99,685-990397-7,W000000690,2019-08-20
BT00000691,670661.91,332-810890-0,W000000691,2019-08-30
BT00000692,851721.07,107-700515-8,W000000692,2019-07-01
BT00000693,637524.9,342-634109-1,W000000693,2021-12-31
BT00000694,852828.66,486-783513-9,W000000694,2021-06-03
BT00000695,384658.37,487-033521-0,W000000695,2020-08-29
BT00000696,707390.88,523-513894-7,W000000696,2019-09-19
BT00000697,285050.89,614-358231-4,W000000697,2020-09-27
BT00000698,773675.2,734-190230-2,W000000698,2020-10-11
BT00000699,212966.77,332-846591-3,W000000699,2021-03-18
BT00000700,114815.06,028-722549-4,W000000700,2020-11-26
BT00000701,48334.42,974-429166-6,W000000701,2019-04-21
BT00000702,740932.2,929-545091-9,W000000702,2020-07-09
BT00000703,411326.88,202-917704-1,W000000703,2020-11-04
BT00000704,195086.09,157-234577-0,W000000704,2020-11-30
BT00000705,301833.17,008-551846-7,W000000705,2020-03-23
BT00000706,70735.11,005-377205-1,W000000706,2020-10-16
BT00000707,3095.03,693-358932-2,W000000707,2021-09-04
BT00000708,859327.02,075-615548-6,W000000708,2020-04-29
BT00000709,62146.6,689-840169-4,W000000709,2021-06-01
BT00000710,70238.18,762-129241-5,W000000710,2022-01-06
BT00000711,632803.34,979-444972-9,W000000711,2021-08-10
BT00000712,786021.76,690-778703-4,W000000712,2021-06-29
BT00000713,252462.13,379-897907-9,W000000713,2020-10-16
BT00000714,121674.43,269-761225-0,W000000714,2019-05-09
BT00000715,921999.64,565-978599-5,W000000715,2020-07-09
BT00000716,62624.01,148-253002-7,W000000716,2019-12-03
BT00000717,993764.9,534-851601-8,W000000717,2020-08-12
BT00000718,295329.5,102-239152-3,W000000718,2021-01-08
BT00000719,957609.88,243-540026-7,W000000719,2021-06-03
BT00000720,758485.41,282-353028-1,W000000720,2021-02-17
BT00000721,248235.16,629-518857-9,W000000721,2019-07-27
BT00000722,340764.76,186-037629-3,W000000722,2019-02-26
BT00000723,551288.77,836-516856-7,W000000723,2021-12-02
BT00000724,612856.16,292-155746-3,W000000724,2020-04-06
BT00000725,82018.77,209-233215-4,W000000725,2020-04-17
BT00000726,497607.01,538-954242-7,W000000726,2020-10-25
BT00000727,753476.07,126-235118-3,W000000727,2020-02-05
BT00000728,328153.03,331-447650-3,W000000728,2019-06-03
BT00000729,115592.73,565-055816-6,W000000729,2020-08-21
BT00000730,706486.87,077-574707-8,W000000730,2019-05-03
BT00000731,14829.05,291-090717-4,W000000731,2020-02-28
BT00000732,293854.15,161-229744-6,W000000732,2021-06-28
BT00000733,62711.97,094-314097-2,W000000733,2020-05-11
BT00000734,95226.64,566-077056-9,W000000734,2020-02-09
BT00000735,331181.1,161-174072-3,W000000735,2019-10-30
BT00000736,828947.26,373-364355-2,W000000736,2021-06-16
BT00000737,733191.4,549-979650-4,W000000737,2021-12-03
BT00000738,153180.62,596-701955-5,W000000738,2021-11-29
BT00000739,836352.71,202-917704-1,W000000739,2019-09-30
BT00000740,717553.76,664-587092-0,W000000740,2019-11-23
BT00000741,771069.79,635-608126-3,W000000741,2019-03-09
BT00000742,451952.52,879-673441-5,W000000742,2021-10-08
BT00000743,240582.0,931-365835-1,W000000743,2020-02-26
BT00000744,823677.6,895-909749-4,W000000744,2021-05-26
BT00000745,126166.82,744-839755-0,W000000745,2019-09-05
BT00000746,510084.17,691-703649-4,W000000746,2019-02-16
BT00000747,186191.9,414-606825-1,W000000747,2020-03-07
BT00000748,238972.72,196-211110-3,W000000748,2019-06-07
BT00000749,654709.16,226-635067-5,W000000749,2020-01-26
BT00000750,738104.67,030-532386-4,W000000750,2020-02-29
BT00000751,262216.68,161-174072-3,W000000751,2020-06-30
BT00000752,686946.61,176-891070-5,W000000752,2020-02-05
BT00000753,654844.76,379-897907-9,W000000753,2022-03-12
BT00000754,745390.18,163-185674-3,W000000754,2020-07-22
BT00000755,935995.57,185-918473-7,W000000755,2019-10-26
BT00000756,166681.93,895-909749-4,W000000756,2021-11-12
BT00000757,685966.3,465-854129-7,W000000757,2019-01-11
BT00000758,827995.8,069-500208-2,W000000758,2019-02-15
BT00000759,22682.97,169-958480-5,W000000759,2020-11-08
BT00000760,611465.81,267-544806-8,W000000760,2019-06-03
BT00000761,267909.52,141-904700-3,W000000761,2022-02-07
BT00000762,920154.28,518-228872-7,W000000762,2022-01-15
BT00000763,412022.89,572-202460-8,W000000763,2020-10-27
BT00000764,380357.34,719-178939-5,W000000764,2020-02-28
BT00000765,666288.44,117-161436-4,W000000765,2019-10-19
BT00000766,857044.5,508-764621-7,W000000766,2020-04-03
BT00000767,331489.28,719-725750-1,W000000767,2019-01-02
BT00000768,788453.52,031-494080-3,W000000768,2020-06-25
BT00000769,964830.44,879-673441-5,W000000769,2020-04-28
BT00000770,461544.86,073-078838-3,W000000770,2019-06-07
BT00000771,770220.59,213-880738-6,W000000771,2021-03-19
BT00000772,789075.28,158-795675-2,W000000772,2020-04-19
BT00000773,772424.56,519-244859-7,W000000773,2019-02-20
BT00000774,347443.91,807-110716-4,W000000774,2021-08-04
BT00000775,56323.18,998-205086-4,W000000775,2019-09-04
BT00000776,196048.65,099-933041-3,W000000776,2019-02-18
BT00000777,399852.9,332-712247-0,W000000777,2019-10-25
BT00000778,154091.58,917-891138-0,W000000778,2019-01-29
BT00000779,177685.34,030-532386-4,W000000779,2020-02-12
BT00000780,538622.08,158-595835-1,W000000780,2020-06-21
BT00000781,497893.84,609-748044-4,W000000781,2019-03-30
BT00000782,391674.5,331-529663-5,W000000782,2020-12-02
BT00000783,885566.33,483-072497-8,W000000783,2021-12-20
BT00000784,329035.83,898-937915-4,W000000784,2020-04-15
BT00000785,747213.75,618-471919-9,W000000785,2021-09-10
BT00000786,769797.52,325-958042-7,W000000786,2021-10-13
BT00000787,408834.15,789-642589-3,W000000787,2019-02-05
BT00000788,695126.98,009-194192-9,W000000788,2020-06-23
BT00000789,304204.96,553-069451-8,W000000789,2021-11-17
BT00000790,944782.2,238-658166-5,W000000790,2021-04-19
BT00000791,422172.1,337-105682-3,W000000791,2021-02-28
BT00000792,339640.91,555-882248-5,W000000792,2021-06-15
BT00000793,1888.41,268-387806-7,W000000793,2022-01-19
BT00000794,92022.77,024-811743-0,W000000794,2019-11-02
BT00000795,366714.72,821-329970-0,W000000795,2019-12-17
BT00000796,263286.08,495-335345-3,W000000796,2021-06-02
BT00000797,487816.85,534-851601-8,W000000797,2021-06-04
BT00000798,610013.05,626-407114-3,W000000798,2021-06-04
BT00000799,355791.13,769-034837-1,W000000799,2019-04-27
BT00000800,761962.9,762-129241-5,W000000800,2021-09-15
BT00000801,792363.48,168-043743-8,W000000801,2022-02-21
BT00000802,815988.53,181-988726-8,W000000802,2021-07-06
BT00000803,865134.74,511-750426-6,W000000803,2020-09-20
BT00000804,543036.13,380-198123-9,W000000804,2021-05-23
BT00000805,170649.95,217-869587-9,W000000805,2021-12-21
BT00000806,139905.1,247-927804-1,W000000806,2021-06-18
BT00000807,933349.51,847-009314-3,W000000807,2021-05-19
BT00000808,818280.49,808-738625-7,W000000808,2021-02-01
BT00000809,350581.54,414-962162-7,W000000809,2020-11-04
BT00000810,444140.36,303-679686-9,W000000810,2019-06-11
BT00000811,219181.73,163-282538-6,W000000811,2020-02-05
BT00000812,150219.49,195-814619-3,W000000812,2019-03-11
BT00000813,264139.74,901-599003-1,W000000813,2021-03-13
BT00000814,44072.65,158-795675-2,W000000814,2021-07-14
BT00000815,723583.87,133-962548-2,W000000815,2022-03-03
BT00000816,408678.75,697-113953-6,W000000816,2020-05-28
BT00000817,674512.15,352-768893-0,W000000817,2020-01-13
BT00000818,924566.87,055-698213-6,W000000818,2020-04-07
BT00000819,898989.74,789-040315-3,W000000819,2020-10-14
BT00000820,872853.01,954-763467-2,W000000820,2019-07-07
BT00000821,535443.57,551-288111-3,W000000821,2022-01-08
BT00000822,316410.71,487-033521-0,W000000822,2020-10-22
BT00000823,113228.8,679-926920-0,W000000823,2022-01-21
BT00000824,194873.23,823-518495-6,W000000824,2019-06-04
BT00000825,807253.26,242-452676-2,W000000825,2021-10-30
BT00000826,878268.29,617-446904-0,W000000826,2020-07-29
BT00000827,626458.83,211-941393-5,W000000827,2020-07-26
BT00000828,564731.95,915-161550-4,W000000828,2019-10-19
BT00000829,305597.83,574-885866-4,W000000829,2019-08-13
BT00000830,86448.56,562-908037-4,W000000830,2022-01-11
BT00000831,420001.26,376-448308-3,W000000831,2019-09-07
BT00000832,969618.0,688-583527-5,W000000832,2020-05-14
BT00000833,413002.5,513-785326-4,W000000833,2019-02-20
BT00000834,578178.29,790-272388-4,W000000834,2021-08-08
BT00000835,373515.1,411-171273-8,W000000835,2020-06-10
BT00000836,913914.74,096-059492-8,W000000836,2020-08-15
BT00000837,954842.57,748-115051-7,W000000837,2021-06-05
BT00000838,834565.7,553-649461-9,W000000838,2021-02-11
BT00000839,630250.49,808-037519-4,W000000839,2019-03-10
BT00000840,714418.67,642-965080-2,W000000840,2021-05-10
BT00000841,564900.96,396-679006-1,W000000841,2019-12-25
BT00000842,759187.65,699-144300-6,W000000842,2021-03-12
BT00000843,853622.24,211-941393-5,W000000843,2021-07-22
BT00000844,698019.64,653-201433-7,W000000844,2021-05-02
BT00000845,2647.52,370-217366-1,W000000845,2019-11-04
BT00000846,958436.15,623-816436-0,W000000846,2019-06-25
BT00000847,626051.44,945-458149-5,W000000847,2020-09-11
BT00000848,523580.63,338-101697-2,W000000848,2019-12-13
BT00000849,402461.95,009-736572-0,W000000849,2021-09-26
BT00000850,196279.21,234-877712-8,W000000850,2022-02-08
BT00000851,923414.58,863-641221-7,W000000851,2021-08-13
BT00000852,529022.43,948-837836-2,W000000852,2020-12-10
BT00000853,289029.96,872-984182-1,W000000853,2019-07-04
BT00000854,134500.19,211-341605-2,W000000854,2019-04-22
BT00000855,765587.28,499-573215-4,W000000855,2019-07-05
BT00000856,734360.82,247-927804-1,W000000856,2020-10-11
BT00000857,931021.39,710-304791-0,W000000857,2019-09-11
BT00000858,386385.85,137-976007-4,W000000858,2020-12-05
BT00000859,388388.91,664-224485-2,W000000859,2021-10-27
BT00000860,607642.78,414-184637-7,W000000860,2020-12-23
BT00000861,804300.79,177-338825-6,W000000861,2019-01-31
BT00000862,368546.29,487-636121-6,W000000862,2021-09-30
BT00000863,970889.2,227-054168-8,W000000863,2019-02-02
BT00000864,819330.02,960-194794-9,W000000864,2019-09-04
BT00000865,332334.4,406-648587-8,W000000865,2019-11-30
BT00000866,682946.01,694-508794-0,W000000866,2020-05-15
BT00000867,287980.3,430-009441-9,W000000867,2021-05-19
BT00000868,480755.28,735-057754-8,W000000868,2019-06-24
BT00000869,177392.82,390-630578-4,W000000869,2020-12-20
BT00000870,941940.33,414-515339-5,W000000870,2019-03-26
BT00000871,616450.48,646-132840-6,W000000871,2019-02-06
BT00000872,725959.46,831-407892-2,W000000872,2021-04-20
BT00000873,982535.58,126-466373-4,W000000873,2022-02-16
BT00000874,231727.16,381-310357-1,W000000874,2019-10-14
BT00000875,858735.98,870-033857-3,W000000875,2020-10-10
BT00000876,335146.66,850-390425-4,W000000876,2020-11-10
BT00000877,260077.69,173-560685-0,W000000877,2022-02-06
BT00000878,810981.59,065-338493-1,W000000878,2021-04-20
BT00000879,368271.27,774-990355-1,W000000879,2020-07-04
BT00000880,672386.12,000-610398-6,W000000880,2021-09-18
BT00000881,997007.0,391-766616-1,W000000881,2019-12-27
BT00000882,695581.64,713-051026-4,W000000882,2021-10-13
BT00000883,203317.7,822-570679-5,W000000883,2021-05-10
BT00000884,210227.63,240-126967-2,W000000884,2021-01-13
BT00000885,878246.6,772-187918-5,W000000885,2020-07-25
BT00000886,906350.89,558-097837-8,W000000886,2020-09-20
BT00000887,123242.17,535-880510-2,W000000887,2020-12-31
BT00000888,963937.59,744-459983-1,W000000888,2020-07-01
BT00000889,775788.35,411-749251-2,W000000889,2020-11-02
BT00000890,671244.9,300-070981-6,W000000890,2020-05-14
BT00000891,548318.49,971-662946-7,W000000891,2019-04-24
BT00000892,766347.46,515-935576-9,W000000892,2019-11-22
BT00000893,528177.51,414-849703-7,W000000893,2021-01-12
BT00000894,397976.41,274-098168-5,W000000894,2022-03-05
BT00000895,233762.67,821-329970-0,W000000895,2022-02-28
BT00000896,590530.42,000-033453-0,W000000896,2021-06-26
BT00000897,276118.66,845-967287-6,W000000897,2019-10-08
BT00000898,748007.07,484-363336-5,W000000898,2021-01-09
BT00000899,674577.2,222-482083-6,W000000899,2021-10-28
BT00000900,30435.87,009-992065-9,W000000900,2020-03-14
BT00000901,810762.09,748-426447-2,W000000901,2021-07-23
BT00000902,181544.63,217-138452-2,W000000902,2020-07-22
BT00000903,595508.62,620-901475-3,W000000903,2019-02-04
BT00000904,49277.24,304-680674-6,W000000904,2020-02-27
BT00000905,420756.25,847-763229-2,W000000905,2022-02-12
BT00000906,868169.41,703-441865-9,W000000906,2020-04-30
BT00000907,475411.41,400-122749-4,W000000907,2021-03-01
BT00000908,962170.49,771-866908-9,W000000908,2021-06-14
BT00000909,341295.93,863-641221-7,W000000909,2021-01-21
BT00000910,519221.55,653-379328-0,W000000910,2020-02-03
BT00000911,502350.09,421-606605-3,W000000911,2022-03-12
BT00000912,872184.82,671-880002-4,W000000912,2019-11-27
BT00000913,881899.75,429-125669-1,W000000913,2020-11-03
BT00000914,653982.76,128-793357-1,W000000914,2021-07-29
BT00000915,502148.5,900-134415-8,W000000915,2019-07-08
BT00000916,503888.27,557-031320-8,W000000916,2020-10-29
BT00000917,968458.78,641-945074-7,W000000917,2019-02-08
BT00000918,647225.71,925-755018-6,W000000918,2019-12-01
BT00000919,890341.45,016-815113-6,W000000919,2019-11-02
BT00000920,824097.92,050-462283-5,W000000920,2019-06-07
BT00000921,987226.73,574-300706-3,W000000921,2019-02-08
BT00000922,857338.55,139-451890-4,W000000922,2019-12-17
BT00000923,306064.82,245-176635-5,W000000923,2021-04-18
BT00000924,585165.26,479-245074-5,W000000924,2019-07-20
BT00000925,306728.77,146-908054-0,W000000925,2022-01-14
BT00000926,740095.0,176-621978-3,W000000926,2020-06-01
BT00000927,290156.18,245-100221-1,W000000927,2019-08-16
BT00000928,250653.03,842-302514-2,W000000928,2019-01-27
