Wallet_id,Balanced,Owner_ID,Credit_Card_ID,Debit_Card_ID,Bank_Number
W000000303,10398.32,U000000237,5106-6573-7824-8925,9832-3228-5039-4337,644-025390-7
W000000304,964838.15,U000000788,8658-6675-9665-2860,9226-2702-0842-8773,396-920837-2
W000000305,286333.14,U000000547,5152-0650-5273-6697,8563-2678-0838-0459,161-537499-4
W000000306,574030.94,U000001715,0901-2505-4893-0386,1548-7918-5372-7353,679-244509-8
W000000307,862942.31,U000000658,4381-4351-9661-0692,6413-4018-8115-8697,708-194720-9
W000000308,774351.02,U000000412,3470-2151-2370-2980,6953-1740-9276-7864,812-903416-8
W000000309,645520.22,U000000278,4831-2484-8275-1620,1218-6197-8742-8688,106-643851-5
W000000310,202305.1,U000001849,8567-9238-0626-8797,9594-4491-9518-4911,260-820163-7
W000000311,152805.68,U000000396,6922-7496-5171-3276,6423-0585-1072-3746,069-982423-0
W000000312,180377.79,U000001181,8839-7425-8346-6370,5749-4253-3206-7187,732-464927-9
W000000313,874295.82,U000000741,0332-2423-4000-1787,3238-5146-6601-9883,676-747554-1
W000000314,524754.79,U000001594,0186-0378-3579-8728,2019-9593-0195-2146,559-703516-1
W000000315,879662.11,U000000117,8494-8907-9469-3008,2614-2588-5178-2058,341-459490-6
W000000316,713241.19,U000000366,2709-4058-2064-1764,1054-0885-8716-5026,518-654054-2
W000000317,906052.12,U000000608,9864-1383-2422-4034,0880-3969-0712-8154,883-317918-8
W000000318,155207.72,U000001591,9034-4681-6912-3531,4740-4889-2013-4759,828-941236-5
W000000319,104832.52,U000000932,3900-6845-6174-0043,5523-3371-0016-0966,726-057228-0
W000000320,23211.38,U000001269,3892-0978-0811-1817,5800-4108-4229-4191,694-508794-0
W000000321,934585.53,U000000728,2628-1167-2454-2489,4448-2265-3201-1005,300-425851-3
W000000322,13632.48,U000000553,3973-8319-5589-2260,2835-4527-5201-9494,845-119792-1
W000000323,515621.44,U000001927,3648-6799-2315-0573,0035-7225-5233-9193,555-567218-8
W000000324,615762.62,U000001773,2803-4896-9360-1932,3445-8876-8763-0244,566-472339-5
W000000325,51924.71,U000001021,7980-0624-0314-4647,8744-3945-3665-3527,589-489069-5
W000000326,727958.79,U000000662,1257-3371-6407-3330,4775-3471-8283-6952,302-420620-6
W000000327,40221.26,U000001207,9266-8415-8983-4248,3927-8593-5499-0816,524-266384-4
W000000328,862867.96,U000000165,4729-2220-3068-5139,7207-0962-1440-6592,635-629197-9
W000000329,631531.35,U000000841,4463-0980-1585-3322,3513-4562-1526-5823,016-815113-6
W000000330,750678.33,U000001735,9977-7018-8303-4637,9911-6045-7990-2726,415-214802-7
W000000331,432593.61,U000001567,1847-0703-5496-9160,0952-4244-6801-2966,492-448886-2
W000000332,574523.67,U000001509,2180-2967-1608-4503,8784-9146-8664-1656,752-205166-4
W000000333,975820.15,U000000907,2571-7053-1901-3073,2117-4313-2122-7782,247-203520-1
W000000334,597161.5,U000001965,3520-8408-3093-0952,7099-8364-7212-0616,744-568936-6
W000000335,881196.78,U000001087,0707-9329-8414-7430,6365-7446-9659-2504,488-891590-9
W000000336,778692.89,U000001325,8964-4731-8726-6186,0026-5159-1112-5274,268-252974-8
W000000337,193597.9,U000000919,0654-0274-3483-3027,0688-2925-2237-6800,853-455692-9
W000000338,381911.05,U000001940,9050-7591-0398-6023,4478-4148-4132-3408,869-859430-8
W000000339,443375.39,U000001981,1017-7403-5499-8870,1890-5684-1037-7491,405-766397-6
W000000340,733968.06,U000001380,7101-4706-3575-5318,0369-4633-6350-4999,398-543425-6
W000000341,332617.31,U000000857,0752-9829-5159-9199,1489-2273-1248-6779,793-775168-7
W000000342,30326.22,U000001075,8685-6288-4683-3622,2909-6275-8015-9855,923-351296-7
W000000343,795675.88,U000001260,5544-4200-6034-4973,0734-4074-5863-8419,802-953709-9
W000000344,605797.04,U000000954,8641-2070-7281-7683,9737-7973-5445-1484,600-058056-4
W000000345,894604.09,U000001262,9093-7061-8110-5512,6785-8672-3832-7517,232-618788-3
W000000346,778094.06,U000001696,4982-4291-3876-6090,9737-7973-5445-1484,047-894349-8
W000000347,349280.45,U000000070,6090-8476-8391-9097,7211-7775-6315-8864,150-445613-3
W000000348,504439.33,U000000933,6849-1036-3265-6709,1981-3575-0586-7832,714-605666-3
W000000349,385803.87,U000001398,9950-9305-4064-1768,3080-9425-7185-9554,839-624147-0
W000000350,448716.16,U000000037,1929-7083-3133-1612,6671-4227-7177-2893,568-616666-6
W000000351,77548.13,U000000046,7997-2692-3375-2277,8896-8617-4235-6965,026-440621-1
W000000352,152643.03,U000001253,6044-2670-0159-3333,8764-9272-6974-0314,106-643851-5
W000000353,635926.82,U000000807,5154-7888-5043-8756,4611-9065-2692-9934,351-147404-2
W000000354,454986.61,U000001123,8398-0974-2040-4134,4252-4990-4790-2910,372-813659-9
W000000355,902973.75,U000000083,3659-5798-5517-0444,3347-4696-7836-6075,089-994299-8
W000000356,265898.35,U000001473,2689-1416-4673-4662,2031-3233-8155-9794,390-213671-2
W000000357,681440.97,U000000514,6822-4850-1422-4307,8247-9493-8758-8525,452-846586-8
W000000358,316806.9,U000000641,5986-5756-7729-3579,9232-1336-9549-8414,022-537670-6
W000000359,681062.09,U000001231,4255-7004-6388-7575,2514-1158-7235-8099,075-004490-6
W000000360,123611.75,U000000386,8019-8326-8376-6835,8900-3098-0103-3028,590-572478-7
W000000361,829364.61,U000001840,7996-6669-0329-3438,4913-4058-1994-7661,015-557855-9
W000000362,954215.61,U000000717,1571-0980-7041-5693,4914-0132-9966-5734,065-338493-1
W000000363,573319.94,U000000255,4815-8366-8690-9109,7049-0704-0398-1769,087-304418-0
W000000364,36197.98,U000000126,7511-7538-5093-5619,5851-0299-3053-9031,641-651100-3
W000000365,46065.34,U000001942,3725-9645-0445-5683,9521-0707-9680-8558,089-452042-2
W000000366,274482.57,U000001739,3874-8329-5264-7872,9506-7839-0931-9446,184-152875-4
W000000367,173769.84,U000001450,0170-1165-2852-9239,6647-3908-0487-2594,063-737425-7
W000000368,789142.01,U000001538,3559-3029-9528-3785,7596-9606-2352-0143,218-906634-4
W000000369,738224.33,U000001080,3073-1035-3596-9518,8901-2929-7003-1696,093-131641-8
W000000370,371686.53,U000001901,1500-8531-0080-6457,1227-1721-6193-0370,047-079729-4
W000000371,488991.75,U000000478,2282-2695-8664-5933,6373-5331-4183-2481,103-706589-2
W000000372,359531.36,U000001149,7042-5797-7156-8417,1379-3073-2506-6249,486-998650-7
W000000373,589398.15,U000001356,6946-0381-1438-1658,1793-2821-8786-5115,358-054755-9
W000000374,48738.77,U000001909,5255-4331-6696-4618,5347-1699-5346-4482,112-145510-9
W000000375,480813.7,U000001675,7922-9600-1422-9728,0166-5230-1694-1768,895-927156-1
W000000376,686688.36,U000001153,7776-7365-4190-2822,7975-9493-2860-6431,016-052332-7
W000000377,4448.05,U000000220,8097-3545-4009-3344,1806-1458-1946-0920,806-099757-8
W000000378,315371.29,U000001342,4892-8936-3913-7366,4332-6820-1134-1649,154-010919-8
W000000379,296168.46,U000000293,5694-7571-4742-6455,9693-6983-2093-8611,976-512846-9
W000000380,490882.91,U000001653,8964-4731-8726-6186,1780-5888-9657-3363,712-565792-6
W000000381,661198.71,U000001861,4108-6787-2199-5024,9720-6622-8870-9674,370-217366-1
W000000382,727539.56,U000000815,4665-5062-7134-1045,7474-1680-7463-8646,258-472551-0
W000000383,30018.37,U000001494,3026-8709-8651-2140,5034-4900-6963-5470,243-540026-7
W000000384,543799.8,U000000231,3330-9601-3592-6744,3983-0795-0088-3449,900-134415-8
W000000385,715445.49,U000001827,4346-4546-2890-2981,4753-3294-5838-1696,344-666666-4
W000000386,270326.39,U000000235,2002-9495-4808-6475,8901-2929-7003-1696,173-443592-5
W000000387,50259.06,U000001515,7559-0199-1865-2289,5255-2141-5171-5174,629-518857-9
W000000388,867242.22,U000001440,6891-7742-2537-3025,2880-1301-5085-0281,247-927804-1
W000000389,682416.13,U000001182,0532-5485-1124-6867,3316-5749-2360-6375,839-385416-4
W000000390,830256.05,U000000280,7279-6828-1956-9879,5537-5565-1943-4810,988-665645-7
W000000391,153593.03,U000000457,2288-3957-8355-0914,4272-1813-7742-7559,262-738816-6
W000000392,241214.72,U000001464,1480-6399-0025-7160,8526-9049-6474-4778,286-760097-7
W000000393,821248.83,U000001381,2602-9687-5545-5838,4740-4889-2013-4759,344-864188-8
W000000394,406524.8,U000001652,7936-5803-1065-9607,2005-7510-2956-0114,816-889617-2
W000000395,210334.23,U000000065,7431-2737-3807-1172,8455-1980-3157-7209,836-516856-7
W000000396,184834.61,U000001428,5311-5725-9013-8040,0122-1206-3226-0952,837-278652-3
W000000397,778114.44,U000000331,9831-6980-6149-2555,5763-4502-5232-1228,921-647122-2
W000000398,110348.31,U000001486,7517-2184-4859-1660,8269-4651-1897-1410,087-304418-0
W000000399,694510.12,U000001203,0099-6018-0829-0780,1007-6276-2205-6384,643-390457-3
W000000400,916571.72,U000001546,6514-2932-8608-4316,9188-6104-6960-6745,604-860665-7
W000000401,736117.89,U000001351,0655-1831-4521-4708,9915-6951-2698-3419,290-942687-4
W000000402,72928.43,U000001821,6558-8914-9528-0352,3716-1487-8636-7680,277-100789-2
W000000403,601901.05,U000001285,1345-7885-3806-7844,1720-7328-0847-4062,557-031320-8
W000000404,180636.28,U000001571,4529-3707-9818-3365,3844-7950-7320-2089,831-667646-7
W000000405,680945.88,U000001076,5398-9535-4342-7838,3238-5146-6601-9883,429-975798-1
W000000406,529562.43,U000000920,5299-9933-9384-2642,3992-2204-3757-1334,452-911194-8
W000000407,297330.04,U000000295,0455-7462-6782-2220,7302-7302-7093-6958,406-648587-8
W000000408,810971.12,U000001224,3043-5711-0302-5088,9904-5641-0998-2271,648-638310-8
W000000409,761018.85,U000000273,2742-0068-4784-1304,0664-8242-3319-7526,809-394429-4
W000000410,892766.92,U000000847,5973-7859-7112-4085,6525-2197-1179-9058,701-407422-4
W000000411,359042.27,U000001528,3330-3626-6508-6017,8784-9146-8664-1656,978-563282-3
W000000412,900060.02,U000000218,8625-7401-8020-9563,0612-1114-1596-9818,989-215887-1
W000000413,299503.41,U000000516,4350-3017-5361-9116,4208-2351-7245-0745,290-696572-7
W000000414,644721.03,U000001165,8822-1386-9731-2039,7260-8993-7368-3908,699-841203-7
W000000415,969512.25,U000000780,6047-6042-6903-1476,5268-8571-8284-6998,282-828799-2
W000000416,689002.13,U000000306,5771-1603-9650-9860,5094-1464-1506-4194,608-328263-4
W000000417,305860.22,U000000892,1571-0980-7041-5693,6799-4143-2304-3234,462-062103-5
W000000418,687579.88,U000001476,8974-5751-3478-8362,0704-7828-9091-9326,185-871709-0
W000000419,422908.59,U000000146,7540-9422-3296-9858,8440-4144-9241-0378,012-944629-5
W000000420,32250.09,U000000749,5342-5218-3504-5527,2818-3030-6539-8356,749-859022-8
W000000421,228999.56,U000000723,0427-9550-1388-6847,9181-1325-5279-9110,392-155059-4
W000000422,83780.98,U000001487,9962-7781-6122-5069,5451-5343-9990-8502,260-820163-7
W000000423,9175.27,U000000409,7245-3640-9586-9649,6481-5196-1068-9085,777-753699-5
W000000424,808813.02,U000000628,7309-5595-4991-3529,5678-5415-6973-9274,644-980033-1
W000000425,74641.45,U000001477,7748-1690-2796-3469,6165-3625-1665-4724,753-057272-1
W000000426,811631.43,U000001893,4478-7775-2645-6144,3947-5325-3690-4706,220-797368-7
W000000427,135713.57,U000001490,5173-3700-7455-2056,1227-1721-6193-0370,737-905743-4
W000000428,70313.84,U000000420,1027-6927-9037-5989,6532-7205-7423-5983,031-271394-6
W000000429,491656.0,U000000058,5467-5211-2901-0758,0910-8838-6467-5266,744-560529-2
W000000430,910875.05,U000000032,7415-8702-7246-9070,7295-0943-8466-4215,676-747554-1
W000000431,610675.86,U000001656,8926-3339-8148-3142,0057-8813-6848-2085,532-851796-4
W000000432,263718.27,U000001887,1847-0703-5496-9160,9911-6045-7990-2726,101-779774-7
W000000433,792439.53,U000000503,6634-7847-1598-9408,2719-4291-2799-6692,726-089387-1
W000000434,693427.47,U000001279,7953-8578-9530-4442,4943-1097-4786-4636,040-936093-9
W000000435,561089.4,U000001774,3188-2115-7579-1096,8999-6026-8558-7849,672-772921-7
W000000436,592124.48,U000001801,4159-4766-5271-6310,1462-4574-0574-4353,664-876350-7
W000000437,688919.11,U000000073,8815-4421-4908-4487,1128-6399-4418-1392,672-772921-7
W000000438,2062.08,U000000382,7653-5296-0077-2303,1567-0710-3390-5002,362-383053-0
W000000439,196851.6,U000001170,1491-6102-0404-7643,0699-2183-6828-6089,690-219943-9
W000000440,359830.6,U000001609,6797-7822-6858-0858,1073-0936-5596-1020,392-155059-4
W000000441,3110.27,U000000482,8612-4433-7093-3694,2005-7510-2956-0114,558-097837-8
W000000442,58003.87,U000001315,4898-8009-4525-5148,3788-0255-2902-5349,500-337816-3
W000000443,526191.02,U000001209,1501-0238-2864-1920,4437-7980-9536-2956,611-292022-5
W000000444,95942.62,U000000078,0616-2486-0188-3012,8896-8617-4235-6965,547-178257-0
W000000445,628426.17,U000001157,7862-9953-0077-6784,3914-0295-3371-0646,928-474969-1
W000000446,369968.1,U000001425,0455-7462-6782-2220,5004-0276-8016-8065,623-816436-0
W000000447,423308.62,U000000433,6504-8306-3718-9531,4300-3803-7231-8311,607-361786-9
W000000448,914961.26,U000000518,4153-8696-1226-2053,9688-4059-9929-0847,478-430950-8
W000000449,532127.91,U000001985,8299-2815-0824-0342,2924-9036-4856-5476,437-027251-7
W000000450,55103.29,U000000830,0883-0164-1319-0746,3008-2234-9248-3115,598-002797-0
W000000451,173979.1,U000001319,9300-3234-9868-7510,7302-7302-7093-6958,479-868517-3
W000000452,503408.71,U000001168,7324-9500-2177-0455,3661-4580-5354-3265,069-500208-2
W000000453,387593.9,U000000623,1682-8250-0856-4796,0132-7773-6720-9943,397-329848-1
W000000454,864317.15,U000001484,2248-2365-0172-9584,2520-3997-0463-5500,752-085045-1
W000000455,668090.83,U000001373,3053-6804-8181-3292,0085-7647-8974-1141,243-419001-1
W000000456,894071.87,U000000369,4206-1115-4548-3999,1828-8014-7083-8415,712-643041-9
W000000457,152325.54,U000001979,3671-5910-1392-4958,7992-4562-7059-1334,186-885228-2
W000000458,162197.57,U000001994,1321-2383-3086-6156,9454-2254-8027-8214,328-452957-1
W000000459,68058.65,U000000968,4831-3537-6936-7584,7474-1680-7463-8646,132-471085-6
W000000460,691901.92,U000001211,9056-1147-9212-7864,3220-0744-1148-7563,238-202816-5
W000000461,448272.93,U000000811,6585-2281-0331-6451,1314-3745-9707-3958,656-741896-7
W000000462,303227.82,U000000419,2195-7171-5768-2988,4235-4517-1563-3644,081-178892-9
W000000463,727825.45,U000001258,5010-8264-7492-6034,5554-7093-5366-9880,437-027251-7
W000000464,897763.73,U000001174,7792-5344-0534-7326,1817-9189-8938-4853,412-315146-9
W000000465,371733.61,U000001383,0957-8420-6114-8036,8588-2720-3404-3392,855-362704-3
W000000466,168390.72,U000001474,3285-6134-5317-4816,4903-6314-3958-3319,844-362516-0
W000000467,951880.22,U000001690,7836-3535-2103-6273,3560-7923-7083-4043,661-848905-8
W000000468,592638.13,U000001670,8870-4078-1204-7855,8454-0996-2870-3334,681-287071-7
W000000469,610563.15,U000001662,8013-0892-7767-3023,9717-7220-9206-1538,066-443197-7
W000000470,290971.87,U000001565,3233-9809-9652-3751,1319-8090-8198-7853,101-089934-0
W000000471,341371.03,U000001578,9913-9781-2978-6572,2143-4694-8954-5210,192-006748-5
W000000472,398837.2,U000000726,9863-7371-3830-8714,1808-5929-7559-5052,282-895153-7
W000000473,435058.22,U000001706,0312-7621-7794-3368,4010-1281-6135-2643,744-655683-4
W000000474,260752.34,U000001689,5424-6659-2438-6694,1128-6399-4418-1392,086-020153-5
W000000475,989120.97,U000001049,5700-3483-6114-6062,1930-2763-8437-5160,901-318544-1
W000000476,377917.29,U000000232,3683-7289-6130-5647,7413-9603-6204-2746,697-078368-5
W000000477,137795.26,U000000872,0066-6780-2367-9158,2427-0604-3559-7364,695-890151-9
W000000478,431898.25,U000000136,9523-0483-7177-2505,4853-0488-1666-5579,186-527261-3
W000000479,302177.72,U000000011,8506-3086-5445-7607,8443-8952-8907-7229,659-207174-2
W000000480,465381.71,U000000296,5507-3429-9959-9155,4758-2974-3263-9816,299-349429-8
W000000481,334368.62,U000000564,4859-0772-4124-2321,6679-8001-6358-5020,349-814507-7
W000000482,817265.35,U000001721,3126-3241-6193-9766,0630-4713-8723-5033,465-854129-7
W000000483,522936.55,U000001401,1690-1450-5554-4211,8615-1873-5613-9683,671-880002-4
W000000484,792150.83,U000001606,4159-4766-5271-6310,4272-1813-7742-7559,331-447650-3
W000000485,29804.75,U000000548,6247-5449-0496-5953,0956-3743-4764-2258,870-638321-3
W000000486,135194.6,U000000344,0566-1325-8937-8037,5949-9424-9920-7527,452-803569-0
W000000487,439699.61,U000001514,5609-4471-1974-4436,7473-3463-4863-0395,749-859022-8
W000000488,873289.21,U000001534,3006-7794-1303-5702,4332-6820-1134-1649,808-953330-0
W000000489,272530.33,U000001223,9826-2885-1744-2347,4056-6645-0044-9806,366-371969-6
W000000490,372534.23,U000001523,3861-9391-7808-3946,9688-4059-9929-0847,069-853111-0
W000000491,764013.05,U000001095,6591-2986-9087-6313,5965-9063-2411-4523,886-252477-1
W000000492,38782.64,U000001961,3993-7862-4564-8532,9999-8541-2964-2977,810-156664-3
W000000493,588529.99,U000000510,2630-3724-9209-8918,2465-6220-0331-6849,726-089387-1
W000000494,812215.74,U000001243,3285-6134-5317-4816,3003-6275-1016-7843,728-700515-4
W000000495,44533.86,U000000967,9975-7656-2668-3685,5902-8235-6485-5476,497-702419-7
W000000496,260148.61,U000000864,6514-2932-8608-4316,7242-7206-7315-0073,347-640773-8
W000000497,294737.35,U000000158,4291-3900-3535-6437,8287-6057-7160-9391,900-265660-1
W000000498,772412.07,U000000762,7427-4991-5937-9367,2484-0532-6952-0162,390-213671-2
W000000499,105493.99,U000001654,8131-0194-0442-5564,6527-7610-9034-3657,924-958454-4
W000000500,852419.05,U000000487,2657-4386-8572-5532,5530-3952-7208-9677,532-851796-4
W000000501,518620.06,U000000714,3756-7566-9436-4860,6975-0385-2055-5442,979-962984-7
W000000502,945957.31,U000000221,6373-2972-7357-4664,0126-3139-8863-7618,688-289168-4
W000000503,387259.05,U000000786,1859-4335-7457-0260,1474-8742-8297-1567,087-195803-5
W000000504,157414.7,U000001004,6193-6678-5662-0103,5753-0365-1318-9636,820-671230-0
W000000505,974745.27,U000000611,7600-1549-3983-4540,5566-2084-1589-5777,738-219235-2
W000000506,409612.03,U000001005,1148-0068-1381-0869,6247-3826-6599-8139,604-860665-7
W000000507,977064.59,U000000761,3357-1027-8166-4680,7002-7082-7659-7603,943-820444-5
W000000508,900174.98,U000001172,7093-2876-4305-5252,0559-6295-8121-5618,572-536120-3
W000000509,338954.73,U000000917,7486-9460-7285-2368,7818-7600-0318-2229,106-657553-1
W000000510,712973.73,U000001210,4921-0985-8188-9581,9726-6548-1156-6262,022-537670-6
W000000511,255436.79,U000001598,0029-3585-6648-3096,2079-9454-4027-6634,288-026188-7
W000000512,686486.62,U000001941,7397-7303-0436-5944,9737-7973-5445-1484,719-178939-5
W000000513,199394.88,U000001629,9422-4634-1703-1632,9491-6106-7993-2356,093-131641-8
W000000514,251388.72,U000000192,0312-7621-7794-3368,5532-0873-0583-5503,196-928829-5
W000000515,696130.5,U000000371,4892-8936-3913-7366,6772-7557-8221-6822,937-096660-7
W000000516,549879.46,U000001809,1224-4234-9056-8384,1961-7806-3281-9694,271-057429-6
W000000517,385963.22,U000001688,8178-5655-6803-2818,6436-4242-4291-9195,637-722394-5
W000000518,660485.34,U000000927,4478-7775-2645-6144,0743-0724-6555-8117,002-040685-5
W000000519,924452.02,U000001734,0312-7621-7794-3368,8275-3319-9794-4319,452-123019-5
W000000520,402306.13,U000000635,7997-2692-3375-2277,6168-7782-6060-9485,691-703649-4
W000000521,943667.96,U000000261,0826-1097-9751-8753,1808-5929-7559-5052,703-045374-6
W000000522,953603.83,U000001823,2282-0075-3465-9881,5528-9016-5456-8296,300-070981-6
W000000523,911907.07,U000001967,8107-9259-5432-3725,2523-9392-5476-0791,476-275127-8
W000000524,249212.15,U000001856,2277-7717-3594-8592,1806-1458-1946-0920,137-508570-5
W000000525,829052.59,U000001900,2236-8865-4895-6268,9264-4006-9267-8940,598-002797-0
W000000526,387830.61,U000000316,5373-5140-0552-3897,5005-9323-9496-9083,425-358796-7
W000000527,549753.93,U000000612,5115-7583-5830-7948,8937-9000-4445-9355,172-130580-9
W000000528,679874.14,U000000659,4478-7775-2645-6144,6413-4018-8115-8697,888-036212-7
W000000529,26338.24,U000001008,7922-9600-1422-9728,8776-0895-5707-0226,364-785748-4
W000000530,799372.09,U000000573,2284-6030-3229-6682,5761-0895-6829-1724,727-248204-6
W000000531,307519.68,U000001958,0038-4591-7348-8687,8721-1475-7393-3672,338-101697-2
W000000532,413915.61,U000001106,4001-4694-8750-3041,3316-6021-3711-9037,266-432120-7
W000000533,11625.73,U000000045,0090-6275-8390-1750,3316-6021-3711-9037,308-429676-2
W000000534,284890.33,U000001761,3502-6858-8425-6693,2924-9036-4856-5476,349-403889-2
W000000535,350514.15,U000001980,4630-6062-0792-0000,1817-9189-8938-4853,697-113953-6
W000000536,783194.27,U000001878,4876-9080-7040-9465,8001-0655-1089-3595,224-044689-1
W000000537,82498.04,U000001597,4095-5002-6652-1529,7878-9704-4753-9048,707-589474-2
W000000538,988621.79,U000001145,5099-1261-2358-6862,1899-2113-0166-0075,214-174873-5
W000000539,849316.26,U000000506,2417-7317-2576-5317,7970-7234-2654-5208,240-481766-2
W000000540,315147.53,U000000871,1701-7711-7383-6784,4835-9406-2542-5233,841-368532-1
W000000541,481812.37,U000000139,5684-9575-2345-7274,6785-8672-3832-7517,558-681183-9
W000000542,351372.43,U000001525,4734-1760-0449-0523,2328-5412-8789-6277,738-732992-2
W000000543,968046.7,U000000023,2501-6169-2642-5028,6628-2858-0721-6591,493-912965-6
W000000544,187973.48,U000001350,5510-6124-5932-6886,5551-9024-1134-0264,513-195710-8
W000000545,881546.25,U000000735,4950-9304-8438-1094,0622-6783-5456-6970,077-415408-6
W000000546,523179.64,U000001198,5630-8285-4429-7178,2451-9348-1174-3902,712-643041-9
W000000547,133904.86,U000000827,2441-0397-5623-6060,4015-2988-6863-0160,218-906634-4
W000000548,569444.28,U000000430,9643-8266-3474-7099,7100-3202-9028-1097,671-880002-4
W000000549,436740.24,U000001171,2865-2005-1078-6447,8514-6028-3493-6096,641-894079-5
W000000550,685791.24,U000001205,5311-5725-9013-8040,9058-0489-9403-1473,052-185833-4
W000000551,595420.29,U000001866,2509-3611-0372-4830,2440-6965-2963-4343,261-973956-2
W000000552,618786.47,U000000190,4859-0772-4124-2321,2057-4636-3772-0921,996-495286-5
W000000553,245685.04,U000000484,1859-4335-7457-0260,1561-7746-0921-0969,484-505872-0
W000000554,702510.11,U000001332,6590-2341-3783-1542,7474-4367-6573-8271,770-324686-4
W000000555,852428.39,U000001672,1742-7504-0058-2797,4913-4058-1994-7661,869-859430-8
W000000556,717741.37,U000000142,4815-8366-8690-9109,0704-7828-9091-9326,908-262073-1
W000000557,253653.62,U000001114,1625-0713-6936-0876,8569-7362-8775-0931,779-782102-1
W000000558,322120.49,U000001928,2657-4386-8572-5532,6471-4443-0852-3671,066-266076-1
W000000559,606558.26,U000000082,9651-1731-5266-6333,4689-0850-0651-6549,924-912733-7
W000000560,193197.74,U000001532,3502-6858-8425-6693,4046-2464-0724-7977,839-624147-0
W000000561,987179.75,U000000708,4921-0985-8188-9581,2427-0604-3559-7364,137-375792-1
W000000562,475577.63,U000000840,8506-6046-5693-6925,2835-4527-5201-9494,901-627846-9
W000000563,240001.82,U000001377,7333-4820-2671-5978,0411-0733-1325-3473,187-908025-0
W000000564,211651.53,U000001727,2911-2703-7387-3073,0491-6069-5166-8631,538-827352-2
W000000565,172591.86,U000001673,8658-6675-9665-2860,8434-3955-2824-7100,907-498927-4
W000000566,223821.29,U000001278,9063-6362-0330-9088,2073-9535-5046-1001,300-953037-0
W000000567,148967.57,U000001977,5471-8875-0164-1319,6794-4729-0724-7595,380-578557-3
W000000568,565314.45,U000000229,2089-1666-2013-4691,5130-6386-6537-8899,235-099585-7
W000000569,897653.42,U000001173,5154-7888-5043-8756,6764-2233-5438-1495,650-306204-9
W000000570,855019.61,U000000061,9414-0256-2544-2682,3190-2716-4326-5087,802-190229-5
W000000571,421077.63,U000000470,4396-6854-0975-2994,9845-3290-3517-7378,267-970894-8
W000000572,476022.87,U000001668,5985-6108-2023-6847,4045-9828-8997-3562,817-944518-5
W000000573,867730.59,U000000021,2715-6584-3918-7700,6419-6466-0419-8874,834-631089-4
W000000574,173491.29,U000000568,8799-5575-9797-9783,9628-6881-2704-6027,958-001313-4
W000000575,146671.37,U000000399,2646-2416-0727-8379,9552-2531-1374-3221,148-253002-7
W000000576,163680.95,U000001015,2826-4893-6661-9143,9597-1121-6191-3759,093-131641-8
W000000577,615316.65,U000000170,8930-2733-7091-1406,7351-0746-9192-4563,035-383431-1
W000000578,445565.86,U000001448,1591-3478-6753-9432,4679-4227-7267-4872,545-857432-0
W000000579,331326.2,U000001453,8861-7796-2290-5033,1240-8642-4775-5421,125-317013-7
W000000580,525714.76,U000000106,2489-2567-4009-0942,7190-2426-8686-2343,743-676325-5
W000000581,822366.96,U000001589,6466-9399-6864-4216,0606-8134-7506-3594,425-358796-7
W000000582,825167.57,U000000557,4699-1886-8935-0981,2308-9928-1692-3036,752-109176-7
W000000583,599562.39,U000000454,4284-3968-5052-8661,4732-7928-5212-3028,379-897907-9
W000000584,294361.97,U000000115,0233-9301-3770-8348,7395-2412-5747-4007,186-885228-2
W000000585,220072.66,U000000194,9831-6980-6149-2555,0995-0754-7799-8524,775-093331-4
W000000586,363876.68,U000000925,4021-9156-0345-8521,3048-6303-6587-5306,897-313407-8
W000000587,295356.52,U000000203,7996-9857-3479-6496,3993-1413-6098-2038,492-087846-5
W000000588,484054.55,U000000035,9863-7371-3830-8714,7302-7302-7093-6958,953-312971-7
W000000589,896312.86,U000001385,0319-2899-4505-3496,2833-2287-6739-1898,315-932949-2
W000000590,343231.03,U000000601,6047-6042-6903-1476,6467-7127-1017-6469,452-123019-5
W000000591,259727.12,U000000745,7279-6828-1956-9879,5873-9980-1558-8891,493-912965-6
W000000592,250688.33,U000001300,9577-3774-1799-8257,6045-5409-7548-3840,417-768583-7
W000000593,837717.82,U000001638,1458-4029-5322-9277,0047-4461-8025-6222,282-456087-3
W000000594,406088.27,U000001314,9987-9115-1792-1209,0582-1139-6099-8781,137-661483-5
W000000595,137157.06,U000000758,2749-8609-2763-6931,7167-6563-0784-0133,161-616575-1
W000000596,956592.9,U000000550,3455-6421-7669-3874,2574-2121-8877-5141,818-489127-0
W000000597,406257.5,U000000692,3363-5411-4262-2838,8153-4500-1868-8999,362-211806-7
W000000598,400923.15,U000000914,7953-8742-1007-6758,5930-2667-3977-2278,068-356028-3
W000000599,3672.25,U000000808,7071-1264-5793-1205,7619-1278-3266-8504,408-696547-5
W000000600,711644.92,U000000167,4876-9080-7040-9465,9279-4507-8362-2173,287-441903-7
W000000601,745950.17,U000001962,8317-8217-8930-7923,7963-9870-6754-3396,375-602197-7
W000000602,283091.9,U000001745,1859-4335-7457-0260,6230-5289-3670-4597,738-874369-2
W000000603,433347.81,U000000055,7758-0613-8788-5192,7395-2412-5747-4007,281-790332-2
W000000604,984204.46,U000001540,7123-3309-3420-8054,3508-0591-9309-5422,495-709510-5
W000000605,573622.67,U000001036,7922-9600-1422-9728,8577-8529-9210-6484,096-753123-5
